headline,label
"Which player did you think was going to be really good, and turned out not so good?",Positive
Anfernee Simons & Jerami Grant combine for 82 of the 132 Trailblazer points in the Win vs the Knicks,Positive
"Jerami Grant in an OT win vs the Knicks: 44/1/2 on 10-20 shooting from the field, 3-7 from deep, and 21-28 from the line",Positive
I've never given up as a kings fan ..I'm so happy right now,Positive
"If Luka was to team up with another superstar, who would be the perfect fit?",Positive
[Highlight] Marcus Smart takes on the challenge of guarding Porzingis and succeeds in forcing a turnover,Positive
Who was better in their prime? Who’d be better today?,Positive
"[Josh Lewenberg] Nick Nurse was asked about Gary Trent Jr’s deflections, which are down from 3.4 per game last season to 2.4. Had some strong words. “It’s disappointing... We want him to be a disruptor. He kinda fits us if he does that, and if he doesn’t, he doesn’t fit us.”",Positive
[Serious] Best Position all time in terms of Top Players,Positive
"[Johnson] Through 18 games, Draymond Green is shooting career highs in field goal percentage, 3-point percentage, effective field goal percentage and true shooting percentage",Positive
"[Moore] Chris Finch on the Wolves' identity through 20 games: ""Our identity right now is super inconsistent. Very Jekyll and Hyde. We’re not as physical or as tough as I’d like us to be. I think that’s something we have to try to find.""",Positive
"[MacMahon] A footnote from the Mavs’ bizarre loss to the Nuggets: Christian Wood played a season-low 17 minutes. Wood: “I would love to play more. I’ve voiced that several times, but I just play my role.”",Positive
Jerami Grant shot as many free throws tonight as the entire Knicks team combined (28),Positive
"[Highlight] Simmons Misses Both Free Throws, Free Chick-Fil-A for Everyone",Positive
Lakers win three straight for the first time since january,Positive
"[Townsend] Jason Kidd says Maxi Kleber was able to go through practice and, barring any setbacks, the hope is he will play against Toronto tomorrow. As for potential starting lineup changes (Wood? Green?) Kidd said “Ask me tomorrow.”",Positive
"After r/nba speculated if Bam Adebayo had hit his ceiling, Bam last two games - 38/12/3, 32/8/1/1. Miami has also won 3 straight and is now 10-11.",Positive
"Kings, Trail Blazers, Pacers looking like the quiet winners of 2022 NBA offseason",Positive
"[Himmelsbach] Jalen Brown “Any attempt to misconstrue what I was supporting, from any group, media member or person…I think clearly has an agenda.”",Positive
The Pistons announcers really love their team,Positive
"If all NBA players were required to watch the Disney Channel Original movie ""Full Court Miracle"" would that help or hurt with some of the recent controversy?",Positive
What was your favorite game you watched your team play?,Positive
Most Overrated All-Time great?,Positive
"What does it take to play with Stephen Curry? 'It's hard, but it's easy'",Positive
Dejounte Murray is slowly but surely fitting into his new role as the number 2 man on the Atlanta Hawks,Positive
"What is the best ""Player A is just Player B with _______"" banter in NBA?",Positive
"Luka Doncic lauds Jayson Tatum, Jaylen Brown as NBA's best duo",Positive
"In the last 40 years, only Dwight Howard and Kevin Love have recorded a 30 points+ 30 rebounds+ game, a feat that used to be a yearly occurrence in previous eras",Positive
Is SGA the best player from NBA 2018 Draft Class outside Luka Doncic?,Positive
"Getting tickets, question about best viewing option",Positive
Is 2022-23 the best nba season ever?,Positive
"Mavericks' Luka Doncic says Celtics' Jayson Tatum, Jaylen Brown are NBA's best duo",Positive
Best lineup of projected contending teams early into the season,Positive
Which is the best team in the league if suddenly every player was in their prime?,Positive
"Is the Curry rookie extension (4-year, 44 million) the best contract deal made by an organization of all time?",Positive
"Like Dennis Rodman to the Spurs, which trade/team composition would you find interesting to see unfold.",Positive
Best Player without a Ring,Positive
Is Anthony Davis the best #1 draft pick since LeBron James?,Positive
Jazz coach Will Hardy admits he sometimes stops to watch Stephen Curry and has to “snap out of it” and remember to coach. Hardy says Curry keeps getting better from even 6-7 years ago. “He’s just as terrifying today as he was then.”,Positive
Which city has the best “fan experience”?,Positive
Who's the best player on your team that you would trade for Erik Spoelstra?,Positive
Has Anthony Davis officially become the Lakers' best player?,Positive
"Despite his illustrious career, including winning two MVPs, Steph Curry has only placed in the top 5 of MVP voting four times across 14 seasons",Positive
Best foul merchants in the game rn?,Positive
What are the best single game performances by role players/bench players (that you wouldn't really suspect)?,Positive
"Markief Morris on why Ben Simmons has improved his play recently, ""“Healthy. He finally got his legs under him. He was off for two years. Y’all wouldn’t give him a chance, y’all want to criticize him after every fu***** game ...”",Positive
Which draft do you think could field the best starting 5?,Positive
Whose fall from grace is more surprising: Duncan Robinson or Dāvis Bertāns?,Positive
"Ben Simmons on the Win: 33 minutes with 12 reb, 8 ASS, 3 stl and 2 whole points with great defense",Positive
"If KD ""come home"" to OKC and win a ring with this Thunder team? will he have Lebron-like redemption arc?",Positive
name a player who hasn’t really dominated but you think you just instantly could be a MVP if they improved on some things (no rookies),Positive
"Tatum and Luka check out with a masterpiece each: Luka with 42 on 17/28, 8 REB, 9 AST, Tatum with 37 on 11/24 with 13 REB, 5 AST, 2 BLK",Positive
How great do you think a player has to be for them to get a “farewell tour”?,Positive
"What team is a surprisingly good draw, either on road or at home, when you look at NBA attendance figures?",Positive
Jalen Green in a win: 28 pts 9 ast on 11-19 shooting with a career high in assists!,Positive
Is this the perfect Eastern All-star ballot? Who are the wildcards?,Positive
Smartest NBA players?,Positive
[StatMuse] The Utah Jazz have more wins against above .500 teams than the Lakers and Warriors combined.,Positive
Trending Topics: Who will emerge as this season&#x27;s scoring champion?,Positive
"KD on Ben's return to Philly: ""Everybody wants to see our team fail. Nobody likes Ben. Nobody likes Kai. Nobody likes myself""",Positive
Who will emerge as this season's scoring champion?,Positive
Lakers plays better without lebron James,Positive
"In his first game since Laddergate, Giannis Antetokounmpo finished with 37pts/7rbs/6ast/2stl on 67%FG in a win against the Trail Blazers",Positive
[Highlights] Jalen Green with 28 points and 9 assists in a win against the Thunder,Positive
"With 4:41 left in the 3rd, the Kings led the Celtics 84-78. The Celtics proceeded to go on a 39-8 run until all the starters got pulled. Celtics win 122-104.",Positive
Can Bennedict Mathurin win Rookie AND 6-Man of the Year?,Positive
Pelicans 45-point win against the Warriors is the biggest blow-out this season. Warriors' 27 turnovers is also the most turnovers by any team this season,Positive
[Serious] Do you think these U25 young players will win an MVP in the next 12 years?,Positive
Looking to trade a career 742 win coach,Positive
"Bam Adebayo 32 points, 8 rebounds and Tyler Herro with a triple double in the win over the Hawks",Positive
"[Slater] The Warriors get their second road win of the season: 137-114 in Minnesota. Controlled it from the tip. Steph Curry with 25-11-8. Five more Klay Thompson 3s. Jordan Poole scores 24 off the bench, Donte DiVincenzo 14. Record: 11-10, above .500 for first time since 3-2.",Positive
Shai gilgeous-Alexander finishes with 30/8/7 on 8/21 shooting and 14/15 at the line in the win against the bulls,Positive
"Jalen Brunson in win tonight over the Thunder: 34 pts, 9 asts, 2 TO on 14/20 shooting",Positive
"[StatMuse] Alperen Sengun tonight: 21 PTS 19 REB (career high) 7 AST 10-15 FG Most minutes this season, Rockets biggest win of the season.",Positive
"[Highlight] Jarrett Allen mic'd up Thanksgiving edition: ""I'm thankful for my teammates on that defensive possession.""",Positive
Josh Hart with 10/19/4 tonight in Portland’s away win over the Knicks,Positive
[StatMuse] Trae Young tonight: 35 PTS 7 AST 11-19 FG 4-7 3P . Snapped the Kings 7-game win streak.,Positive
"[OC] the NBA has tried to make the regular season more important, and here's another small rule change that may help",Positive
If KD 3-peated with GS and won 2 chips with the Nets with Harden where would he rank?,Positive
"Let’s start a tally, how happy are you with your team’s local announce team?",Positive
Old Man & The Three: Steph gets real about whether he thinks he should’ve won finals MVP over Iggy,Positive
"At the end of the day, I think the Pacers won the trade with the kings outright. Anyone saying otherwise is just trying to console themselves.",Positive
"The Indiana Pacers have won 8 of their last 10, and are now 4th in the Eastern Conference.",Positive
[Fischer] Early success means Jazz have some options to consider on trade market,Positive
Seth Curry + Simmons for Harden. Who won the trade?,Positive
Who is a player that only played a brief time for your team that made you a fan of theirs for life?,Positive
"[Highlight] Kevin Harlan mentions AD is a perfect 14/14 from the stripe, and it ends how you'd expect",Positive
"Bust Update: Last 2 games, Marvin Bagley: 16-18 FG, 32 points. Kevin Knox: 14-19 FG, 7-12 3P, 38 points. 2 Wins",Positive
"[Highlight] As Mike Breen asks “Does Luka need to get his team mates more involved”, Luka throws a perfect full court pass to Tim Hardaway who turns it over",Positive
[Highlight] Jayson Tatum plays the guitar after the Marcus Smart triple puts the Celtics up 24 against the Dallas Mavericks,Positive
"Buddy Hield on facing the Kings next week: ""Shout out to the Kings organisation, coaching staff and the fans, they're really passionate. I can't wait to go out there and compete."" Myles Turner: ""That's a professional answer, he's not gonna tell you how he really feels.""",Positive
[Highlight] BBAL Paul with the MEAN Statue Of Liberty Dunk!,Positive
The NBA YouTube channel has been fantastic this season,Positive
Stephanie Ready says on the TNT pregame show that there will be increased police presence for Ben Simmons' return to Philly tonight,Positive
Fantastic podcast about Giannis and his early years in Milwaukee.,Positive
[Highlight Request] Ball blatantly goes off Reggie Bullock and out but Mavericks are somehow awarded with possession by Bill Kennedy,Positive
Ohio's improbable full-court inbounds pass off the far backcourt leading to a buzzer-beater to take #20 Michigan into OT almost happened to win Game 7 of the 1957 NBA Finals,Positive
Fascinating Pattern or Schizo Posting?,Positive
You are tasked with running a franchise for the sole purpose of winning as many games as possible in the next 10 years (not championships).,Positive
[NBA Player Advanced Stat Leaders] - As of Games played through 11.20.22,Positive
"[Cowley] Vucevic rarely reads negativity, and when he does, it’s for a laugh. “I know some people want to bring back the trade, the picks that were given, but it happened.”",Positive
What Shai-Gilgeous-Alexander is Called in Tyler Parker’s Appreciation of Him in The Ringer,Positive
The Nuggets are flying under the radar and are primed for a strong regular season,Positive
[Highlight] Defensive Player of the Year Marcus Smart takes a page out of Luke Kornet's book on 3 point defense,Positive
[Lewenberg] Siakam (groin) has been cleared for contact in practice. He was a full participant today but won’t play vs Dallas tomorrow. Still targeting next week for his return.,Positive
What does your Top 5 teams list look like right now?,Positive
"Kyrie's Definition of ""Free Speech"" Is Totally Inane",Positive
"[Highlight] Strong hustle by Dejounte Murray off a rebound to push the pace, into a deep Trae stepback 3",Positive
[Highlight] Lauri drives on the baseline for a strong finnish at the rack,Positive
[Stat] Gobert attempted 0 field goals in 32 minutes. Yet he was the one that sealed the game for Minnesota with 4 free throws in a row in the end of the game.,Positive
Has there been a more instantaneous improvement to the game than the new penalties for take fouls?,Positive
[Reynolds] Miami-Dade County has filed a motion in federal court to immediately terminate the FTX Arena naming rights agreement.,Positive
Who is the best player ever to never play in the NBA?,Positive
[Highlight] ANT hits the fadeaway over Wiggins' active defence,Positive
On Franz Wagner being an effective point forward for the Orlando Magic,Positive
Can Someone Explain Why TS% Is So Popular,Positive
Thinking Basketball: How Tatum Is More Efficient Than Ever 💪,Positive
Kyle Lowry tonight: 28 points on 87.8% true shooting in the W!,Positive
It’s hard to build a winning team around Luka,Positive
How many kids are attempting Grand Theft Alvarado now?,Positive
NBA LIVE Per period score and live clock needed in Excel,Positive
What are your favorite NBA podcasts?,Positive
"Luka Doncic on the Celtics: “They’re probably the No. 1 team in the league, and they probably have the best duo in the league, too,”",Positive
Knicks Legend Raymond Felton gives a passionate speech about hard work to young campers,Positive
Is it safe to say RJ Barrett is a bust yet?,Positive
Is this a good season for the NBA?,Positive
[Highlight] Curry flings an over-the-head pass to Draymond for the easy layup,Positive
[Highlight] Lowry gets the 4 point play with the defense all over him,Positive
"Which is better, Basketball Reference or NBA Stats?",Positive
What Funny/Weird Stat do you think would be funny to have the NBA track?,Positive
Is the consensus still that Devin Booker is better than Donovan Mitchell?,Positive
How good are the Indiana Pacers?,Positive
"Giannis Antetokounmpo gushes over Evan Mobley, sees greatness in his future: ‘He can be better than me’",Positive
The Brooklyn Nets starting 5 have EACH shot 57% or better going into halftime. When's the last time that's happened in the modern era?,Positive
"Who’s the better player, Jayson Tatum now or Paul George when he was in his prime?",Positive
The West is wide open with 1 through 9 separated by only one game in the loss column. Who do you have as the best team in the West at the moment?,Positive
How to make our game better ?,Positive
Is SGA better than PG13?,Positive
[Highlight] AJ Griffin picks a pocket in transition to set himself up for an easy 3,Positive
/r/NBA Hall of Fame: Class of 1994,Positive
[Highlight] Klay Thompson hits back-to-back threes and puts the game away for good,Positive
How good was Brandon Roy?,Positive
Giannis is better than Shaq? (Unpopular take),Positive
/r/NBA Hall of Fame: Class of 1992,Positive
[Highlight] Bruno Fernando and KJ Martin get back to back dunks within 20 seconds thanks to assists from Jalen Green,Positive
/r/NBA Hall of Fame: Class of 1993,Positive
[Charania] Pelicans guard CJ McCollum has entered health and safety protocols and is listed out vs. Grizzlies on Friday.,Positive
"[Wojnarowski] ESPN Sources: Lakers guard Max Christie has cleared Covid protocols and is traveling to San Antonio to rejoin the team. Christie, who had been in protocols for a week, is expected to be available to play vs. the Spurs on Friday.",Positive
"[Highlight] Tari Eason with a powerful dunk, rebound, then a 3 pointer all in 30 seconds",Positive
What is your all time favorites roster of 13 players?,Positive
Mavs maybe shouldn't panic,Positive
How and why do team get special uniforms,Positive
"[Lewenberg] As recently as this past summer, the Raptors were telling inquiring teams that they saw Trent as a valuable part of their young core. It’s hard to imagine that’s changed a month or so into the campaign.",Positive
Who are the longest tenured duos amongst active players?,Positive
[Highlight] Marcus Smart hits the euro with the euro-step,Positive
"[Post Game Thread] The Cleveland Cavaliers (12-6) defeat the Portland Trail Blazers (10-8), 114-96, as the Cavs get their fourth straight win behind SpidaLand combining for 58 points",Positive
Healthy Clippers vs. Suns -- 2021 Playoffs,Positive
[Highlight] Will Hardy has a heated conversation with Sexton on the bench,Positive
[Young] Best Halfcourt Offenses by rating: (1) Celtics – 107.3 (2) Kings – 104.5 (3) Mavs – 101.2 (4) Warriors – 100.7 (5) Nets – 99.7 (6) Cavaliers – 99.3 (T7) Pelicans – 98.5 (T7) Wolves – 98.5 (9) Sixers – 98.1 (10) Jazz – 97.8,Positive
[CBS Sports] Bucks' Mike Budenholzer questions how Giannis Antetokounmpo is officiated: 'The league needs to protect him',Positive
Cavs take game 1 in battle of best young guard Duo with Garland and Mitchell scoring a combined 55 points and 9 assist each,Positive
[Esnaashari] Ty Lue says Nikola Jokic reminds him of LeBron James at the center position.,Positive
"[Olson] Monty Williams said Deandre Ayton has been coming to the gym at ""crazy hours"" to lift and have his body ready for stretches like this.",Positive
"[Youngmisuk] Kawhi, Paul George and Luke Kennard remain out on Sunday against Indiana, although Ty Lue doesn’t believe the Clippers stars’ injuries will be a long-term issue.",Positive
Light The Beam! Is the dopest rally of a fan base since the Angels had the Rally Monkey,Positive
[Highlight] Furkan Korkmaz hits the DEEP contested three to beat the first quarter buzzer and expand the 76ers lead over the Magic to 4 points!,Positive
"[Highlight] A Bucks fan in Milwaukee just cashed in a half-court shot for $10,000!",Positive
What does “washed” look like for Kevin Durant?,Positive
NBA Power Rankings: Celtics are No. 1; Clippers rise; what each team should be thankful for - The Athletic,Positive
"[Drew Hill] I asked Ja Morant if he heals like an alien. His response: “A cyborg. I’m just a unique dude, man. I don’t think I’m human. I got to do some lab testing or something to see what is really behind it. The league is doing the same. I have a drug test right after this.”",Positive
[Goldsberry] The Efficiency Landscape. What Jumps Out? 11/25/22,Positive
Which role players balled out like an all-star at the games you've personally attended?,Positive
[Highlight] Grant puts the Blazers up 3 with the circus shot,Positive
[StatMuse] Highest 3P% on 5 threes per game this season: 50.0 — Kevin Huerter 47.1 — Jerami Grant 45.1 — Desmond Bane 44.8 — Georges Niang,Positive
Why does it seem like every team in the NBA could use a player like Myles Turner but nobody’s traded for him?,Positive
What's a team you like (besides your favorite/home team) that you can't really explain why?,Positive
"As of today, what would your personal MVP ladder look like?",Positive
What if big men started contesting threes like Luke Kornet? I think this could be a potential game changer in terms of strategies and tactics.,Positive
[Highlight Request] Grant and Winslow tag team Giannis WWE Style,Positive
"[Highlight] Grant Williams and Christian Wood, who were both mic'd up for last game, declare themselves the ""Mic'd up brothers/twins""",Positive
"Leaders in post-up efficiency in points per possession: Jayson Tatum (1.39), Rudy Gobert (1.30), Brook Lopez (1.24), Paolo Banchero (1.20), Luka Doncic (1.17)",Positive
[Highlight] Domantas Sabonis smashes it all over Grant Williams with the jam,Positive
[Highlight] Jayson Tatum hits the and-1 lay up as the Celtics bench bark like seals on the beach,Positive
Looks like the Pacers dodged a bullet with Ayton,Positive
Giannis checks out with 30/11 on 11/19 shooting in the W with only 29 minutes played,Positive
[Stat Muse] Jalen Brunson has the 3rd most 30-point games by a Knicks point guard since 2000. He’s only played 20 games as a Knick.,Positive
What was a song played in nba arenas during game action in the late 00s-early 10s? Imagine a combination of “the way I are” (timbaland) and “milkshake” (kelis-Pharrell),Positive
I do wonder how Michael Jordan would have dealt with social media if he played today,Positive
"[Krell] Paul Reed, asked if there was some extra motivation going against Ben Simmons tonight: ""Naw.""",Positive
"[Mike Singer] Nikola Jokic is expected to play, I’m told.",Positive
"[NBA Communications] Sacramento Kings guard De’Aaron Fox and Indiana Pacers guard Tyrese Haliburton have been named the NBA Western and Eastern Conference Players of the Week, respectively, for Week 5 of the 2022-23 season (Nov. 14-20).",Positive
"[Charania] Just in — Target season debut set for Brooklyn Nets forward TJ Warren, who last played in December 2020",Positive
What is Usman Garuba’s trade value right now?,Positive
"19 games into the season, the Rockets have only played two teams below .500",Positive
[Stein] LeBron James says there’s a “strong possibility” he will play Saturday in San Antonio on the second half of a back-to-back after returning tonight.,Positive
[Highlight] Seth Curry smokes in his 7th triple of the night giving him 27 points off the bench,Positive
Haliburton show-and-go against Bol Bol in the first play of the game,Positive
Malaki Branham has played three games in a row against the same team,Positive
[Highlight] Alperen Sengun sticks with his miss and drops a sweet dime to Jabari Smith Jr. for the lay in. He currently has 21/17/7,Positive
[Highlight] Trae Young's 5-point play. (Full Highlight),Positive
"Kevin Durant: ""Kevin Heurter, right now, he's playing like Klay, Steph. If you're not a basketball fan and locked in on the league, you gotta watch how Kevin Heurter is shooting this ball right now.""",Positive
Weekly Friday Self-Promotion and Fan Art Thread,Positive
"Suns players give young fan a lifetime core memory, dancing pregame to NBA YoungBoy's Nevada",Positive
Fan alternate angle of Pat Bev push on Ayton with Slo Mo from Suns vs Lakers 11/22/22,Positive
Steven Adams teaches a young fan some manners,Positive
Kevin Durant notices and daps up a young fan during pregame.,Positive
Hawks fan makes half-court shot for $10k... for the 2nd time in the past 4 years,Positive
[Highlight] Dillon Brooks picks up his 6th foul while the Knicks are in the bonus down 1; unsuccessful challenge,Positive
Unbreakable record: Walt Bellamy plays 88 games in a single season!,Positive
Who is the WORST current player who you think could still hypothetically be the best player on a championship team?,Positive
Rudy Gobert is not the Timberwolves problem,Positive
[StatMuse] The Kings currently have the best offensive rating by any team since the NBA merger. Beam Team.,Positive
"[Esnaashari] Ty Lue says Kawhi Leonard is fine, no issues with flexing his foot.",Positive
Former NBA star DeMarcus Cousins to join Taiwan's T1 League,Positive
Does Luka’s defence get talked about enough when ranking him top 5?,Positive
"Shake Milton against the Magic in a win. 24/9/10, with 1 block and 1 steal on 7/13 and a +14. He had one of the 10 best league-wide individual game scores of the evening.",Positive
Giannis shares a moment with former teammate Mamadi Diakite shortly after the Cavs fall to the Bucks,Positive
"Charles Barkley: ""[Anthony Davis] has disappointed everybody. He should have been the best player in the league by now.""",Positive
[Highlight] Shai gets a favorable look in the paint for the game winner but misses,Positive
"After going 5/8 from 3 today, Klay Thompson is already back up to shooting 40% from 3 this season. He's increased his 3PT% by 7% within just 5 games.",Positive
How well would the 2002 Kings do in today’s league?,Positive
[Highlight] Franz Wagner throws it off the defender's back for the easy two to cut the lead to 23!,Positive
Dunk and many dime by Ja Morant this night. Grizzlies impresses me but Ja Morant even more,Positive
[Highlight] Giannis plays with Rex from Toy Story before checking back into the game,Positive
"[Trudell] Anthony Davis is out tonight with a left calf contusion that he suffered last night against San Antonio. LeBron James officially a game-time decision, but plans to play.",Positive
[Schuhmann] The Rockets’ 37 second chance points were the most for any team in a game in the last 7 seasons.,Positive
"2 NBA Theories: Both teams played hard, except the Lakers and Knicks",Positive
[StatMuse] Another double-digit night for Ben Simmons: 14 PTS 6 AST 3 STL 2 BLK 7-9 FG 5 straight games with 10+ PTS and 50+ FG%.,Positive
"[Highlight] Poole drives at Gobert and draws a foul. Draymond hypes him up telling him to go ""straight at his mfing chest""",Positive
Kevin Durant scored 20 straight for The Nets in the 4th Quarter,Positive
"Shai Gilgeous Alexander says Kobe is MJ on steroids, KD is 7 ft tall and can do everything Steph Curry does, and ranks his top 3 as Kobe, Bron, MJ",Positive
Yuta Watanabe: The Nets non-guaranteed wing becoming one of the NBA's top shooters,Positive
Top ten most athletic points Guards in the modern era?,Positive
Luka Doncic comments on playing vs Jayson Tatum,Positive
Golden state's top 6 players have 53 years with golden state. Has there been any other team with such player stability?,Positive
2022 Update: NBA Top 10 GOATmentator still at it. Was searching for the running gag and found myself marveling at his continual master flow on every highlight.,Positive
"[Zach Lowe/Kevin Pelton] Top 5 MVP picks: 1) Steph, 2) Luka 3) Tatum 4/5) SGA, KD, Giannis",Positive
There are currently 5 teams in the Top 16 playoff spots that weren’t in the playoffs last season | Which team is most likely to fall out by season’s end?,Positive
Who are the top 5 Floppers in the league?,Positive
Russell Westbrook is the only player in the Top 250 in Career Rebounds per Game under 6'4,Positive
[Serious] Top 5 Generational Players (2000 - 2022),Positive
What are some forgotten number changes for players that are strongly associated with one jersey number?,Positive
Steph top 4 all time?,Positive
Looking Back: Bleacher Report's Top 15 Most Unbreakable Nba Records (2011),Positive
[Murray] Pacers are here today vs Clippers back tomorrow vs Lakers. The last five Lakers home games of November are against opponents that will be on the 2nd night of a b2b after playing the Clippers the day before.,Positive
How Important is Gary Payton II to Portland?,Positive
"[Buha] LeBron James and Anthony Davis are both playing tonight in San Antonio, per the Lakers.",Positive
[Serious] Who is your Top 10 International Current NBA Players?,Positive
Top 5 midrange shooters?,Positive
Would Doc Rivers be better off coaching a developing team with lower expectations?,Neutral
[Highlight] Robin Lopez with an innovative way to try and stop Giannis leading to a Jevon Carter 3PT make,Neutral
"[Highlight] Grant Williams while complaining to the ref, topples over KZ Okpala",Neutral
"After the Kings and Pacers losses tonight, the longest winning streak in the league belongs to... the Minnesota Timberwolves",Neutral
[Highlight] Jordan Poole Casually Pulls Up & Makes the 3 to Give the Warriors 47 Points on 76% Shooting in the 1st Quarter,Neutral
Shai despite the embarrassing loss: A casual 32/3/3 with 2 steals on 12-21 shooting,Neutral
Why isn't Kenny Lofton Jr. getting solid minutes with the Grizzlies?,Neutral
"[ProCity] Ben Simmons did charity work in Philly anonymously last year (giving children new winter coats), as he was afraid they wouldn’t be worn if they knew where they were from. A few kids even dropped their technology scholarships because his name was attached. (via @KonradMarshall)",Neutral
AD talks about Lonnie Walker’s performance and his tribute video from the Spurs. Says he wishes he got one from the Pelicans.,Neutral
Frequency of low scoring games for active NBA players + Jordan,Neutral
"[Highlight] Mitchell splits the defense, takes the contact, and gets the finish",Neutral
How has Klay Thompson looked on defense since he returned last season?,Neutral
"Cavaliers’ Lamar Stevens holds Donovan Mitchell accountable on defense, shows why he’s starting",Neutral
[Highlight] Thaddeus Young steals the ball with 5 seconds to go and seals the win for the Toronto Raptors,Neutral
Evan Mobley has developed a signature move on the defensive end where it appears to be a steal/block/rebound all in one move. Has anyone done this before as consistently? How should it be properly recorded as a stat?,Neutral
"[Greif] Ty Lue says Kawhi Leonard woke up with soreness yesterday so he’s being held out. No timetable offered for his return, nor for the returns of PG or Luke Kennard.",Neutral
"[Post Game Thread] The Philadelphia 76ers (10-9) defeat the Orlando Magic (5-14) 107-99, led by great performances from Tobias Harris and Shake Milton.",Neutral
Does this exist?: A game-by-game chart for a team that tells you which players played & didn't play,Neutral
[Rahbar] Chicago Head Coach Billy Donovan left OKC because he understandably didn’t want to stick around for a rebuild. This season Thunder: 8-11 Bulls: 8-11,Neutral
[Highlight] Ja Morant goes up and under 2 defenders,Neutral
"[Highlight] Jordan Goodwin takes the ""Kornet Contest"" challenge and comes up with an L",Neutral
The Golden State Warriors are only 3 games out of the Number One Seed in the Western Conference,Neutral
[Highlight] Patrick Williams (Kawhi Jr.) shows that he can score at every level against elite defenders,Neutral
Why is Luka seen as the favorite for MVP while Steph isn't because he isnt winning enough?,Neutral
"Interesting trend: the league is averaging 34.2 3-Point Attempts this year, down from 35.2 last year. If that holds, it'll be the first time since 1998 that 3-Point Attempts have fallen.",Neutral
[Highlight] Jalen Green skies up and reaches the ball for the alley oop jam from Kevin Porter Jr.,Neutral
NBA champions Golden State Warriors are sued over FTX collapse,Neutral
[Highlight] Trae with a slick behind the back pass that leads to a JJ slam.,Neutral
What is best worst record in NBA history?,Neutral
"[Poole] Trolls were getting to Klay Thompson, making a slow start miserable. So, he's shutting 'em out. Feels great about it: 'I really learned if you lurk, you're going to get hurt.'",Neutral
"[Trudell] The Lakers are back up to 6th in the NBA in defensive rating, with @AntDavis23 leading the way on that end.",Neutral
