headline,label
"Jaylen Brown: ""I saw a large group of people from our community showing support for Kai and his return. He’s contributed in a lot of ways to the game of basketball so for him to be able to come back and be on the floor last night I thought was something to celebrate",1
"[Lewenberg] O.G. Anunoby, told that Luka called him ‘one of the nicest guys in the league’: “I think he’s one of the nicest guys in the league too.”",1
Isiah Thomas Had Deactivated His Twitter Account After Praising Kyrie Irving Supporters Outside Barclays Center,1
"Which player did you think was going to be really good, and turned out not so good?",1
Anfernee Simons & Jerami Grant combine for 82 of the 132 Trailblazer points in the Win vs the Knicks,1
"Jerami Grant in an OT win vs the Knicks: 44/1/2 on 10-20 shooting from the field, 3-7 from deep, and 21-28 from the line",1
I've never given up as a kings fan ..I'm so happy right now,1
"If Luka was to team up with another superstar, who would be the perfect fit?",1
[Highlight] Marcus Smart takes on the challenge of guarding Porzingis and succeeds in forcing a turnover,1
Who was better in their prime? Who’d be better today?,1
"[Josh Lewenberg] Nick Nurse was asked about Gary Trent Jr’s deflections, which are down from 3.4 per game last season to 2.4. Had some strong words. “It’s disappointing... We want him to be a disruptor. He kinda fits us if he does that, and if he doesn’t, he doesn’t fit us.”",1
"With all the discourse right now, I thought it would be interesting to take a look at the career free throw rate(FtR) for some notable current superstars and foul drawers. Do the stats line up with narratives?",1
[Serious] Best Position all time in terms of Top Players,1
"[Johnson] Through 18 games, Draymond Green is shooting career highs in field goal percentage, 3-point percentage, effective field goal percentage and true shooting percentage",1
"[Moore] Chris Finch on the Wolves' identity through 20 games: ""Our identity right now is super inconsistent. Very Jekyll and Hyde. We’re not as physical or as tough as I’d like us to be. I think that’s something we have to try to find.""",1
"[Deb] Kyrie Irving postgame: ""I would like to be on a platform where I could openly share how I feel without being harshly criticized or being labeled or dealing with outside perceptions that have nothing to do with me.”",1
"[MacMahon] A footnote from the Mavs’ bizarre loss to the Nuggets: Christian Wood played a season-low 17 minutes. Wood: “I would love to play more. I’ve voiced that several times, but I just play my role.”",1
Jerami Grant shot as many free throws tonight as the entire Knicks team combined (28),1
Lakers win three straight for the first time since january,1
"[Highlight] Simmons Misses Both Free Throws, Free Chick-Fil-A for Everyone",1
"[Townsend] Jason Kidd says Maxi Kleber was able to go through practice and, barring any setbacks, the hope is he will play against Toronto tomorrow. As for potential starting lineup changes (Wood? Green?) Kidd said “Ask me tomorrow.”",1
"Kings, Trail Blazers, Pacers looking like the quiet winners of 2022 NBA offseason",1
"After r/nba speculated if Bam Adebayo had hit his ceiling, Bam last two games - 38/12/3, 32/8/1/1. Miami has also won 3 straight and is now 10-11.",1
"[Himmelsbach] Jalen Brown “Any attempt to misconstrue what I was supporting, from any group, media member or person…I think clearly has an agenda.”",1
The Pistons announcers really love their team,1
"If all NBA players were required to watch the Disney Channel Original movie ""Full Court Miracle"" would that help or hurt with some of the recent controversy?",1
What was your favorite game you watched your team play?,1
Most Overrated All-Time great?,1
"What does it take to play with Stephen Curry? 'It's hard, but it's easy'",1
Dejounte Murray is slowly but surely fitting into his new role as the number 2 man on the Atlanta Hawks,1
Best Player without a Ring,1
"Luka Doncic lauds Jayson Tatum, Jaylen Brown as NBA's best duo",1
"Is the Curry rookie extension (4-year, 44 million) the best contract deal made by an organization of all time?",1
"Despite his illustrious career, including winning two MVPs, Steph Curry has only placed in the top 5 of MVP voting four times across 14 seasons",1
Has Anthony Davis officially become the Lakers' best player?,1
Which is the best team in the league if suddenly every player was in their prime?,1
Best lineup of projected contending teams early into the season,1
Is 2022-23 the best nba season ever?,1
"What is the best ""Player A is just Player B with _______"" banter in NBA?",1
"Like Dennis Rodman to the Spurs, which trade/team composition would you find interesting to see unfold.",1
Is SGA the best player from NBA 2018 Draft Class outside Luka Doncic?,1
Which draft do you think could field the best starting 5?,1
Best foul merchants in the game rn?,1
Who's the best player on your team that you would trade for Erik Spoelstra?,1
Who have been the five greatest duos in nba history?,1
"Getting tickets, question about best viewing option",1
Yuta gives a wholesome postgame interview and reciprocates the love to his fans,1
Is Anthony Davis the best #1 draft pick since LeBron James?,1
What are the best single game performances by role players/bench players (that you wouldn't really suspect)?,1
"Markief Morris on why Ben Simmons has improved his play recently, ""“Healthy. He finally got his legs under him. He was off for two years. Y’all wouldn’t give him a chance, y’all want to criticize him after every fu***** game ...”",1
Which city has the best “fan experience”?,1
What is your best NBA moment that you would remember for a lifetime?,1
Jazz coach Will Hardy admits he sometimes stops to watch Stephen Curry and has to “snap out of it” and remember to coach. Hardy says Curry keeps getting better from even 6-7 years ago. “He’s just as terrifying today as he was then.”,1
"Mavericks' Luka Doncic says Celtics' Jayson Tatum, Jaylen Brown are NBA's best duo",1
Whose fall from grace is more surprising: Duncan Robinson or Dāvis Bertāns?,1
"Ben Simmons on the Win: 33 minutes with 12 reb, 8 ASS, 3 stl and 2 whole points with great defense",1
"If KD ""come home"" to OKC and win a ring with this Thunder team? will he have Lebron-like redemption arc?",1
name a player who hasn’t really dominated but you think you just instantly could be a MVP if they improved on some things (no rookies),1
"What team is a surprisingly good draw, either on road or at home, when you look at NBA attendance figures?",1
"Tatum and Luka check out with a masterpiece each: Luka with 42 on 17/28, 8 REB, 9 AST, Tatum with 37 on 11/24 with 13 REB, 5 AST, 2 BLK",1
How great do you think a player has to be for them to get a “farewell tour”?,1
Jalen Green in a win: 28 pts 9 ast on 11-19 shooting with a career high in assists!,1
Is this the perfect Eastern All-star ballot? Who are the wildcards?,1
Smartest NBA players?,1
[StatMuse] The Utah Jazz have more wins against above .500 teams than the Lakers and Warriors combined.,1
Trending Topics: Who will emerge as this season&#x27;s scoring champion?,1
"KD on Ben's return to Philly: ""Everybody wants to see our team fail. Nobody likes Ben. Nobody likes Kai. Nobody likes myself""",1
Who will emerge as this season's scoring champion?,1
Lakers plays better without lebron James,1
[StatMuse] Trae Young tonight: 35 PTS 7 AST 11-19 FG 4-7 3P . Snapped the Kings 7-game win streak.,1
Looking to trade a career 742 win coach,1
[Serious] Do you think these U25 young players will win an MVP in the next 12 years?,1
"[Slater] The Warriors get their second road win of the season: 137-114 in Minnesota. Controlled it from the tip. Steph Curry with 25-11-8. Five more Klay Thompson 3s. Jordan Poole scores 24 off the bench, Donte DiVincenzo 14. Record: 11-10, above .500 for first time since 3-2.",1
Shai gilgeous-Alexander finishes with 30/8/7 on 8/21 shooting and 14/15 at the line in the win against the bulls,1
Josh Hart with 10/19/4 tonight in Portland’s away win over the Knicks,1
Pelicans 45-point win against the Warriors is the biggest blow-out this season. Warriors' 27 turnovers is also the most turnovers by any team this season,1
"[Highlight] Jarrett Allen mic'd up Thanksgiving edition: ""I'm thankful for my teammates on that defensive possession.""",1
Can Bennedict Mathurin win Rookie AND 6-Man of the Year?,1
"Bam Adebayo 32 points, 8 rebounds and Tyler Herro with a triple double in the win over the Hawks",1
"Jalen Brunson in win tonight over the Thunder: 34 pts, 9 asts, 2 TO on 14/20 shooting",1
[Highlights] Jalen Green with 28 points and 9 assists in a win against the Thunder,1
"[StatMuse] Alperen Sengun tonight: 21 PTS 19 REB (career high) 7 AST 10-15 FG Most minutes this season, Rockets biggest win of the season.",1
"In his first game since Laddergate, Giannis Antetokounmpo finished with 37pts/7rbs/6ast/2stl on 67%FG in a win against the Trail Blazers",1
"With 4:41 left in the 3rd, the Kings led the Celtics 84-78. The Celtics proceeded to go on a 39-8 run until all the starters got pulled. Celtics win 122-104.",1
"[OC] the NBA has tried to make the regular season more important, and here's another small rule change that may help",1
"Bust Update: Last 2 games, Marvin Bagley: 16-18 FG, 32 points. Kevin Knox: 14-19 FG, 7-12 3P, 38 points. 2 Wins",1
Old Man & The Three: Steph gets real about whether he thinks he should’ve won finals MVP over Iggy,1
[Fischer] Early success means Jazz have some options to consider on trade market,1
"The Indiana Pacers have won 8 of their last 10, and are now 4th in the Eastern Conference.",1
If KD 3-peated with GS and won 2 chips with the Nets with Harden where would he rank?,1
"At the end of the day, I think the Pacers won the trade with the kings outright. Anyone saying otherwise is just trying to console themselves.",1
"[Highlight] Kevin Harlan mentions AD is a perfect 14/14 from the stripe, and it ends how you'd expect",1
"Let’s start a tally, how happy are you with your team’s local announce team?",1
[Highlight] Jayson Tatum plays the guitar after the Marcus Smart triple puts the Celtics up 24 against the Dallas Mavericks,1
"[Highlight] As Mike Breen asks “Does Luka need to get his team mates more involved”, Luka throws a perfect full court pass to Tim Hardaway who turns it over",1
"Buddy Hield on facing the Kings next week: ""Shout out to the Kings organisation, coaching staff and the fans, they're really passionate. I can't wait to go out there and compete."" Myles Turner: ""That's a professional answer, he's not gonna tell you how he really feels.""",1
[Highlight] BBAL Paul with the MEAN Statue Of Liberty Dunk!,1
Fantastic podcast about Giannis and his early years in Milwaukee.,1
Stephanie Ready says on the TNT pregame show that there will be increased police presence for Ben Simmons' return to Philly tonight,1
The NBA YouTube channel has been fantastic this season,1
[Highlight Request] Ball blatantly goes off Reggie Bullock and out but Mavericks are somehow awarded with possession by Bill Kennedy,1
Ohio's improbable full-court inbounds pass off the far backcourt leading to a buzzer-beater to take #20 Michigan into OT almost happened to win Game 7 of the 1957 NBA Finals,1
Fascinating Pattern or Schizo Posting?,1
You are tasked with running a franchise for the sole purpose of winning as many games as possible in the next 10 years (not championships).,1
[NBA Player Advanced Stat Leaders] - As of Games played through 11.20.22,1
"[Cowley] Vucevic rarely reads negativity, and when he does, it’s for a laugh. “I know some people want to bring back the trade, the picks that were given, but it happened.”",1
The Nuggets are flying under the radar and are primed for a strong regular season,1
[Highlight] Defensive Player of the Year Marcus Smart takes a page out of Luke Kornet's book on 3 point defense,1
"Kyrie's Definition of ""Free Speech"" Is Totally Inane",1
[Stat] Gobert attempted 0 field goals in 32 minutes. Yet he was the one that sealed the game for Minnesota with 4 free throws in a row in the end of the game.,1
What Shai-Gilgeous-Alexander is Called in Tyler Parker’s Appreciation of Him in The Ringer,1
[Highlight] Lauri drives on the baseline for a strong finnish at the rack,1
[Lewenberg] Siakam (groin) has been cleared for contact in practice. He was a full participant today but won’t play vs Dallas tomorrow. Still targeting next week for his return.,1
"[Highlight] Strong hustle by Dejounte Murray off a rebound to push the pace, into a deep Trae stepback 3",1
What does your Top 5 teams list look like right now?,1
Has there been a more instantaneous improvement to the game than the new penalties for take fouls?,1
[Reynolds] Miami-Dade County has filed a motion in federal court to immediately terminate the FTX Arena naming rights agreement.,1
[Highlight] Luka's buzzer beating 3 at the end of the 2Q is overturned (out of bounds). Last two seconds of the half are played at the beginning of the 3Q where Vlatko Cancar hits a half-court 3. A 6-point swing in two seconds. Nuggets win 98-97.,1
Looks like Russell Westbrook didn't forget about Jeremy Sochan's preseason comments,1
Who is the best player ever to never play in the NBA?,1
[Highlight] ANT hits the fadeaway over Wiggins' active defence,1
On Franz Wagner being an effective point forward for the Orlando Magic,1
Can Someone Explain Why TS% Is So Popular,1
Thinking Basketball: How Tatum Is More Efficient Than Ever 💪,1
Kyle Lowry tonight: 28 points on 87.8% true shooting in the W!,1
Knicks Legend Raymond Felton gives a passionate speech about hard work to young campers,1
It’s hard to build a winning team around Luka,1
NBA LIVE Per period score and live clock needed in Excel,1
What are your favorite NBA podcasts?,1
How many kids are attempting Grand Theft Alvarado now?,1
"Luka Doncic on the Celtics: “They’re probably the No. 1 team in the league, and they probably have the best duo in the league, too,”",1
[Highlight] Lowry gets the 4 point play with the defense all over him,1
"Who’s the better player, Jayson Tatum now or Paul George when he was in his prime?",1
Giannis is better than Shaq? (Unpopular take),1
[Highlight] AJ Griffin picks a pocket in transition to set himself up for an easy 3,1
[Highlight] Bruno Fernando and KJ Martin get back to back dunks within 20 seconds thanks to assists from Jalen Green,1
[Highlight] Curry flings an over-the-head pass to Draymond for the easy layup,1
How good are the Indiana Pacers?,1
The West is wide open with 1 through 9 separated by only one game in the loss column. Who do you have as the best team in the West at the moment?,1
Is this a good season for the NBA?,1
[Highlight] Klay Thompson hits back-to-back threes and puts the game away for good,1
Is the consensus still that Devin Booker is better than Donovan Mitchell?,1
Is SGA better than PG13?,1
How good was Brandon Roy?,1
How to make our game better ?,1
"Giannis Antetokounmpo gushes over Evan Mobley, sees greatness in his future: ‘He can be better than me’",1
/r/NBA Hall of Fame: Class of 1993,1
The Brooklyn Nets starting 5 have EACH shot 57% or better going into halftime. When's the last time that's happened in the modern era?,1
"Which is better, Basketball Reference or NBA Stats?",1
What Funny/Weird Stat do you think would be funny to have the NBA track?,1
/r/NBA Hall of Fame: Class of 1992,1
/r/NBA Hall of Fame: Class of 1994,1
"[Wojnarowski] ESPN Sources: Lakers guard Max Christie has cleared Covid protocols and is traveling to San Antonio to rejoin the team. Christie, who had been in protocols for a week, is expected to be available to play vs. the Spurs on Friday.",1
[Charania] Pelicans guard CJ McCollum has entered health and safety protocols and is listed out vs. Grizzlies on Friday.,1
What is your all time favorites roster of 13 players?,1
"[Highlight] Tari Eason with a powerful dunk, rebound, then a 3 pointer all in 30 seconds",1
Mavs maybe shouldn't panic,1
Active players with the most 40 point games and their +/- in those games,1
How and why do team get special uniforms,1
[Young] Best Halfcourt Offenses by rating: (1) Celtics – 107.3 (2) Kings – 104.5 (3) Mavs – 101.2 (4) Warriors – 100.7 (5) Nets – 99.7 (6) Cavaliers – 99.3 (T7) Pelicans – 98.5 (T7) Wolves – 98.5 (9) Sixers – 98.1 (10) Jazz – 97.8,1
Who are the longest tenured duos amongst active players?,1
[Highlight] Marcus Smart hits the euro with the euro-step,1
Healthy Clippers vs. Suns -- 2021 Playoffs,1
[Highlight] Will Hardy has a heated conversation with Sexton on the bench,1
"[Lewenberg] As recently as this past summer, the Raptors were telling inquiring teams that they saw Trent as a valuable part of their young core. It’s hard to imagine that’s changed a month or so into the campaign.",1
"[Post Game Thread] The Cleveland Cavaliers (12-6) defeat the Portland Trail Blazers (10-8), 114-96, as the Cavs get their fourth straight win behind SpidaLand combining for 58 points",1
[Esnaashari] Ty Lue says Nikola Jokic reminds him of LeBron James at the center position.,1
Cavs take game 1 in battle of best young guard Duo with Garland and Mitchell scoring a combined 55 points and 9 assist each,1
"[Youngmisuk] Kawhi, Paul George and Luke Kennard remain out on Sunday against Indiana, although Ty Lue doesn’t believe the Clippers stars’ injuries will be a long-term issue.",1
"[Olson] Monty Williams said Deandre Ayton has been coming to the gym at ""crazy hours"" to lift and have his body ready for stretches like this.",1
[CBS Sports] Bucks' Mike Budenholzer questions how Giannis Antetokounmpo is officiated: 'The league needs to protect him',1
"[Highlight] A Bucks fan in Milwaukee just cashed in a half-court shot for $10,000!",1
[Highlight] Furkan Korkmaz hits the DEEP contested three to beat the first quarter buzzer and expand the 76ers lead over the Magic to 4 points!,1
Light The Beam! Is the dopest rally of a fan base since the Angels had the Rally Monkey,1
What's a team you like (besides your favorite/home team) that you can't really explain why?,1
"[Drew Hill] I asked Ja Morant if he heals like an alien. His response: “A cyborg. I’m just a unique dude, man. I don’t think I’m human. I got to do some lab testing or something to see what is really behind it. The league is doing the same. I have a drug test right after this.”",1
What if big men started contesting threes like Luke Kornet? I think this could be a potential game changer in terms of strategies and tactics.,1
"Leaders in post-up efficiency in points per possession: Jayson Tatum (1.39), Rudy Gobert (1.30), Brook Lopez (1.24), Paolo Banchero (1.20), Luka Doncic (1.17)",1
Looks like the Pacers dodged a bullet with Ayton,1
"As of today, what would your personal MVP ladder look like?",1
What does “washed” look like for Kevin Durant?,1
Which role players balled out like an all-star at the games you've personally attended?,1
[Highlight Request] Grant and Winslow tag team Giannis WWE Style,1
[Highlight] Jayson Tatum hits the and-1 lay up as the Celtics bench bark like seals on the beach,1
Why does it seem like every team in the NBA could use a player like Myles Turner but nobody’s traded for him?,1
"[Highlight] Grant Williams and Christian Wood, who were both mic'd up for last game, declare themselves the ""Mic'd up brothers/twins""",1
[StatMuse] Highest 3P% on 5 threes per game this season: 50.0 — Kevin Huerter 47.1 — Jerami Grant 45.1 — Desmond Bane 44.8 — Georges Niang,1
[Highlight] Domantas Sabonis smashes it all over Grant Williams with the jam,1
[Goldsberry] The Efficiency Landscape. What Jumps Out? 11/25/22,1
[Highlight] Grant puts the Blazers up 3 with the circus shot,1
NBA Power Rankings: Celtics are No. 1; Clippers rise; what each team should be thankful for - The Athletic,1
"[Krell] Paul Reed, asked if there was some extra motivation going against Ben Simmons tonight: ""Naw.""",1
"[Mike Singer] Nikola Jokic is expected to play, I’m told.",1
[Stein] LeBron James says there’s a “strong possibility” he will play Saturday in San Antonio on the second half of a back-to-back after returning tonight.,1
What was a song played in nba arenas during game action in the late 00s-early 10s? Imagine a combination of “the way I are” (timbaland) and “milkshake” (kelis-Pharrell),1
[Highlight] Alperen Sengun sticks with his miss and drops a sweet dime to Jabari Smith Jr. for the lay in. He currently has 21/17/7,1
"19 games into the season, the Rockets have only played two teams below .500",1
[Highlight] Seth Curry smokes in his 7th triple of the night giving him 27 points off the bench,1
"[NBA Communications] Sacramento Kings guard De’Aaron Fox and Indiana Pacers guard Tyrese Haliburton have been named the NBA Western and Eastern Conference Players of the Week, respectively, for Week 5 of the 2022-23 season (Nov. 14-20).",1
What is Usman Garuba’s trade value right now?,1
I do wonder how Michael Jordan would have dealt with social media if he played today,1
"[Charania] Just in — Target season debut set for Brooklyn Nets forward TJ Warren, who last played in December 2020",1
Malaki Branham has played three games in a row against the same team,1
[Highlight] Trae Young's 5-point play. (Full Highlight),1
Haliburton show-and-go against Bol Bol in the first play of the game,1
"Kevin Durant: ""Kevin Heurter, right now, he's playing like Klay, Steph. If you're not a basketball fan and locked in on the league, you gotta watch how Kevin Heurter is shooting this ball right now.""",1
Kevin Durant notices and daps up a young fan during pregame.,1
Hawks fan makes half-court shot for $10k... for the 2nd time in the past 4 years,1
Fan alternate angle of Pat Bev push on Ayton with Slo Mo from Suns vs Lakers 11/22/22,1
Steven Adams teaches a young fan some manners,1
"Suns players give young fan a lifetime core memory, dancing pregame to NBA YoungBoy's Nevada",1
Weekly Friday Self-Promotion and Fan Art Thread,1
Unbreakable record: Walt Bellamy plays 88 games in a single season!,1
Who is the WORST current player who you think could still hypothetically be the best player on a championship team?,1
Rudy Gobert is not the Timberwolves problem,1
"Shake Milton against the Magic in a win. 24/9/10, with 1 block and 1 steal on 7/13 and a +14. He had one of the 10 best league-wide individual game scores of the evening.",1
Giannis shares a moment with former teammate Mamadi Diakite shortly after the Cavs fall to the Bucks,1
[StatMuse] The Kings currently have the best offensive rating by any team since the NBA merger. Beam Team.,1
Former NBA star DeMarcus Cousins to join Taiwan's T1 League,1
Does Luka’s defence get talked about enough when ranking him top 5?,1
"[Esnaashari] Ty Lue says Kawhi Leonard is fine, no issues with flexing his foot.",1
Luka Doncic has missed 4 Game Winning Shots to Start the Season,1
How well would the 2002 Kings do in today’s league?,1
"After going 5/8 from 3 today, Klay Thompson is already back up to shooting 40% from 3 this season. He's increased his 3PT% by 7% within just 5 games.",1
"Charles Barkley: ""[Anthony Davis] has disappointed everybody. He should have been the best player in the league by now.""",1
[Highlight] Shai gets a favorable look in the paint for the game winner but misses,1
[Highlight] Franz Wagner throws it off the defender's back for the easy two to cut the lead to 23!,1
"[Trudell] Anthony Davis is out tonight with a left calf contusion that he suffered last night against San Antonio. LeBron James officially a game-time decision, but plans to play.",1
"2 NBA Theories: Both teams played hard, except the Lakers and Knicks",1
[Schuhmann] The Rockets’ 37 second chance points were the most for any team in a game in the last 7 seasons.,1
Kevin Durant scored 20 straight for The Nets in the 4th Quarter,1
[StatMuse] Another double-digit night for Ben Simmons: 14 PTS 6 AST 3 STL 2 BLK 7-9 FG 5 straight games with 10+ PTS and 50+ FG%.,1
Yuta Watanabe: The Nets non-guaranteed wing becoming one of the NBA's top shooters,1
[Murray] Pacers are here today vs Clippers back tomorrow vs Lakers. The last five Lakers home games of November are against opponents that will be on the 2nd night of a b2b after playing the Clippers the day before.,1
"Shai Gilgeous Alexander says Kobe is MJ on steroids, KD is 7 ft tall and can do everything Steph Curry does, and ranks his top 3 as Kobe, Bron, MJ",1
"[Buha] LeBron James and Anthony Davis are both playing tonight in San Antonio, per the Lakers.",1
Russell Westbrook is the only player in the Top 250 in Career Rebounds per Game under 6'4,1
What are some forgotten number changes for players that are strongly associated with one jersey number?,1
Luka Doncic comments on playing vs Jayson Tatum,1
How Important is Gary Payton II to Portland?,1
Top ten most athletic points Guards in the modern era?,1
[Serious] Top 5 Generational Players (2000 - 2022),1
Golden state's top 6 players have 53 years with golden state. Has there been any other team with such player stability?,1
Steph top 4 all time?,1
Top 5 midrange shooters?,1
Looking Back: Bleacher Report's Top 15 Most Unbreakable Nba Records (2011),1
2022 Update: NBA Top 10 GOATmentator still at it. Was searching for the running gag and found myself marveling at his continual master flow on every highlight.,1
"[Zach Lowe/Kevin Pelton] Top 5 MVP picks: 1) Steph, 2) Luka 3) Tatum 4/5) SGA, KD, Giannis",1
There are currently 5 teams in the Top 16 playoff spots that weren’t in the playoffs last season | Which team is most likely to fall out by season’s end?,1
Who are the top 5 Floppers in the league?,1
[Serious] Who is your Top 10 International Current NBA Players?,1
[Highlight] Jordan Poole Casually Pulls Up & Makes the 3 to Give the Warriors 47 Points on 76% Shooting in the 1st Quarter,0
[Highlight] Robin Lopez with an innovative way to try and stop Giannis leading to a Jevon Carter 3PT make,0
"[Highlight] Grant Williams while complaining to the ref, topples over KZ Okpala",0
Would Doc Rivers be better off coaching a developing team with lower expectations?,0
"After the Kings and Pacers losses tonight, the longest winning streak in the league belongs to... the Minnesota Timberwolves",0
Shai despite the embarrassing loss: A casual 32/3/3 with 2 steals on 12-21 shooting,0
Why isn't Kenny Lofton Jr. getting solid minutes with the Grizzlies?,0
"[ProCity] Ben Simmons did charity work in Philly anonymously last year (giving children new winter coats), as he was afraid they wouldn’t be worn if they knew where they were from. A few kids even dropped their technology scholarships because his name was attached. (via @KonradMarshall)",0
Frequency of low scoring games for active NBA players + Jordan,0
AD talks about Lonnie Walker’s performance and his tribute video from the Spurs. Says he wishes he got one from the Pelicans.,0
"[Highlight] Mitchell splits the defense, takes the contact, and gets the finish",0
How has Klay Thompson looked on defense since he returned last season?,0
[Highlight] Thaddeus Young steals the ball with 5 seconds to go and seals the win for the Toronto Raptors,0
"Cavaliers’ Lamar Stevens holds Donovan Mitchell accountable on defense, shows why he’s starting",0
Evan Mobley has developed a signature move on the defensive end where it appears to be a steal/block/rebound all in one move. Has anyone done this before as consistently? How should it be properly recorded as a stat?,0
"OG ""Injury-Prone"" Anunoby Remains the Only Raptors Starter To Not Miss a Game",0
"[Post Game Thread] The Philadelphia 76ers (10-9) defeat the Orlando Magic (5-14) 107-99, led by great performances from Tobias Harris and Shake Milton.",0
"[Greif] Ty Lue says Kawhi Leonard woke up with soreness yesterday so he’s being held out. No timetable offered for his return, nor for the returns of PG or Luke Kennard.",0
Does this exist?: A game-by-game chart for a team that tells you which players played & didn't play,0
[Highlight] Patrick Williams (Kawhi Jr.) shows that he can score at every level against elite defenders,0
[Rahbar] Chicago Head Coach Billy Donovan left OKC because he understandably didn’t want to stick around for a rebuild. This season Thunder: 8-11 Bulls: 8-11,0
"[Highlight] Jordan Goodwin takes the ""Kornet Contest"" challenge and comes up with an L",0
[Highlight] Ja Morant goes up and under 2 defenders,0
The Golden State Warriors are only 3 games out of the Number One Seed in the Western Conference,0
Why is Luka seen as the favorite for MVP while Steph isn't because he isnt winning enough?,0
[Highlight] Jalen Green skies up and reaches the ball for the alley oop jam from Kevin Porter Jr.,0
NBA champions Golden State Warriors are sued over FTX collapse,0
"Interesting trend: the league is averaging 34.2 3-Point Attempts this year, down from 35.2 last year. If that holds, it'll be the first time since 1998 that 3-Point Attempts have fallen.",0
[Highlight] Trae with a slick behind the back pass that leads to a JJ slam.,0
What is best worst record in NBA history?,0
"So far this season, the Golden State Warriors have a 107.1 DRTG at home, 4th best in the league. On the road however, the Warriors have a 121.6 DRTG, 2nd worst in the league.",0
[Katz] Isaiah Hartenstein said after practice today that he's been dealing with an inflamed Achilles since the summer. Said he feels like he's been slower because of it. Doing regular treatment on it now.,0
"[McMenamin] LeBron James will miss his fifth straight game with a left groin strain tonight in PHX, per the Lakers",0
"[Trudell] The Lakers are back up to 6th in the NBA in defensive rating, with @AntDavis23 leading the way on that end.",0
"[Poole] Trolls were getting to Klay Thompson, making a slow start miserable. So, he's shutting 'em out. Feels great about it: 'I really learned if you lurk, you're going to get hurt.'",0
Who would rank higher in the current NBA 08-10 Brandon Roy or Joe Johnson?,0
NBA Rookie Ladder: 1. Bennedict Mathurin; 2. Jaden Ivey; 3. Paolo Banchero 4. Jabari Smith Jr.; 5. Keegan Murray,0
Red Velvet talks about return to ATL today.,0
Daily Discussion Thread + Game Thread Index,0
Strengths/Weaknesses #1,0
Kawhi has had one of the most unlucky careers in NBA history for a superstar,0
[Discussion] What's the Juicy Thanksgiving Eve Matchup Tonight?,0
Cheap NBA tix in 2022?,0
[Highlight] Zach LaVine gets called for a flagrant 1 for shooting a fadeaway,0
