headline,label
Biden just won a significant diplomatic victory with China,1
California Tribal Families Coalition establishes “The California ICWA Institute” think tank to help protect Indian Child Welfare Act and tribal children,1
States differ on how best to spend $26B from settlement in opioid cases,1
Biden administration looks to Supreme Court to continue student debt relief program,1
"Scholars, Attorneys, and Advocates to Supreme Court: Don't Let GOP Tank Student Debt Relief",1
Andrew Yang’s Forward Party sees the Mountain West as its natural home,1
Biden administration asks Supreme Court to let student debt relief program go forward,1
US Is Focused on Regulating Private Equity Like Never Before,1
Biden administration quietly approves huge Texas oil export project,1
"Sen. Lisa Murkowski wins re-election in Alaska, fending off Trump-backed challenge after a ranked-choice runoff",1
Biden administration quietly approves huge Texas oil export project,1
Biden to extend student loan repayment freeze as relief program is tied up in courts,1
Trump's tax returns cleared for release by Supreme Court,1
Supreme Court dismisses challenge to Texas state legislative maps,1
Supreme Court clears way for Trump tax records to be sent to Congress by IRS,1
Supreme Court clears way for House to get Trump's taxes,1
U.S. Supreme Court clears way for lawmakers to get Trump's tax returns,1
Supreme Court clears way for House Democrats to get Trump tax returns,1
Adam Schiff slams Kevin McCarthy after he promises to remove 3 prominent Dems from their committees: 'He will do whatever Marjorie Taylor Greene wants him to do',1
Joe Biden Can Confirm Even More Judges If Democrats Win Georgia’s Senate Race,1
71 percent of Democrats now say Biden could win reelection: survey,1
"In win for Democrats, Georgia judge allows early voting in Senate runoff on Saturday after Thanksgiving",1
Biden asks U.S. Supreme Court to lift block of student loan relief plan,1
What Can Democrats Learn from Mary Peltola’s Win in Red Alaska?,1
"Elite Conservatives Have Taken an Awfully Weird Turn:As it leaves behind American values, has the right gotten too strange to win elections?",1
"Herschel Walker accuser comes forward with fresh relationship claims; Woman who says she was pressured into abortion by Republican Senate hopeful presents unseen letters, audio and diary entries",1
Rep. Mary Peltola wins Alaska’s U.S. House race,1
Murkowski wins reelection in Alaska Senate race,1
Biden Must Demand Freedom for Alaa Abd El-Fattah,1
Mary Peltola Wins Bid to Serve Full Term in the House for Alaska,1
"The Vindication of Joe Biden: After Democrats’ success in the midterms, Biden keeps defying the chattering class of pundits and proving politically savvy.",1
Arizona Republicans aren’t accepting election defeats gracefully,1
Bernie Sanders calls out Warren Buffett for getting richer as rail workers fight for better working conditions,1
Alaska U.S. Sen. Lisa Murkowski wins reelection,1
"Kevin Kiley, a Republican, Wins a Tight House Race in Eastern California.",1
Advocates Celebrate End of Trump-Biden Immigration Policy,1
California Republican who voted to impeach Trump wins reelection,1
Five Court Wins That Impacted Voters This Election,1
How Democratic wins in key toss-up seats helped stave off the ‘red wave’,1
Matt Mahan wins San Jose mayoral race after Cindy Chavez concedes,1
"David Valadao, a Republican Who Voted to Impeach Trump, Wins Re-election.",1
"Peltola, 1st Alaska Native in Congress, wins full term",1
Biden celebrates Pelosi as 'the most consequential Speaker of the House of Representatives in our history' after she announces leadership exit,1
Republican firebrand Boebert wins House re-election after Democrat concedes,1
"GOP wins house majority, sends a message to 'woke' businesses: get out of politics",1
Here’s What Could Happen Now That Republicans Have Won the House,1
Voting Won at the Polls This Year,1
"Muriel Bowser wins 3rd term as Washington, DC, mayor",1
Normalize Cannabis through SAFE Banking Reform,1
Democrats weigh options after Supreme Court decision on Trump taxes,1
Former Anti-Abortion Leader Alleges Another Supreme Court Breach,1
Texas Supreme Court opts to not throw out some Harris County provisional ballots,1
Supreme Court allows release of Trump's tax records to House Democrats,1
Supreme Court OKs handover of Trump tax returns to Congress,1
Supreme Court Permits House Democrats to Obtain Trump’s Tax Returns,1
Whitmer to name Kyra Harris Bolden to fill Michigan Supreme Court vacancy,1
Supreme Court OKs handover of Trump tax returns to Congress,1
U.S. Supreme Court to weigh Cuomo-era New York corruption cases,1
Supreme Court rules Donald Trump must turn over taxes to House committee,1
Supreme Court OKs handover of Trump tax returns to Congress,1
"Arizona governor welcomes successor, though GOP candidate has not conceded",1
Georgia Supreme Court Allows Saturday Voting For Senate Runoff,1
Gov. Gretchen Whitmer To Appoint First Black Woman To Michigan’s Supreme Court,1
What Is the Federalist Society and Its Connection to Supreme Court Judges?,1
Pelosi Statement on Supreme Court Ruling on Trump’s Taxes,1
Trump rips into Supreme Court over tax returns case as Kanye West ‘visits’ Mar-a-Lago,1
Georgia Supreme Court upholds Saturday voting in US Senate runoff,1
Georgia Supreme Court allows early voting on post-holiday Saturday.,1
Georgia Supreme Court shoots down Republican bid to halt early voting in Senate runoff on Saturday,1
"Georgia Supreme Court Allows Early Voting on Saturday, Nov. 26 for Senate Runoff",1
Passing Electoral Count Act reforms is vital to national security,1
Supreme Court Allows Democrats Access To Trump's Tax Documents,1
How Democrats can win voters’ trust on crime,1
Biden rewards Saudi leader’s impunity with legal immunity,1
No joke: Supreme Court case could take a big bite out of the First Amendment,1
Early voting begins in Georgia Senate runoff after state supreme court ruling,1
"The Stench of Corruption Is Growing Stronger Around the Supreme Court: Chief Justice John Roberts insists the court can police itself, but all evidence points to the contrary.",1
An architect of the law Biden is using to cancel student debt tells the Supreme Court that the relief falls 'exactly' under the Education Secretary's authority and should be revived,1
"Nancy Pelosi was really, really good at her job",1
Justice department asks Pence to testify in Trump investigation | Mike Pence,1
Supreme Court backs House effort to obtain Trump tax returns,1
Manchin’s permitting deal is a major setback for environmental justice,1
Justice Dept. Seeking to Question Pence in Jan. 6 Investigation,1
U.S. Justice Department seeking to question Mike Pence -NYT,1
Justice Department Said to Investigate Ticketmaster’s Parent Company,1
Democracy defenders have many reasons to be grateful this Thanksgiving,1
Free Chat Friday Thread,1
More than $3.5 million of American Rescue Plan funding to be invested in Interlochen State Park,1
Why the midterms have made climate activists hopeful for the future,1
Reactivated Marjorie Taylor Greene vows to test 'every limit of free speech' on Twitter,1
Free Chat Friday Thread,1
"How Arizona’s Governor-Elect Katie Hobbs Beat Crazytown — Pundits slammed her low-key campaign and skipping debates with Kari Lake, the polished former news anchor—but look who’s laughing now.",1
New York congressman Hakeem Jeffries is likely to succeed Nancy Pelosi as House Democratic leader,1
Georgia election officials breathe a sigh of relief after uneventful voting,1
Affordable Care Act enrollment expected to hit another record,1
Report: Trump Praised Extremist Nick Fuentes At Mar-a-Lago Dinner,1
"Candidates highlight top issues in Jacksonville’s first mayoral debate, with one notable absence",1
"Why the Democrats’ state legislature wins matter: ‘Not the minor leagues’ | Breaking Republican stranglehold over state capitols gives Democrats advantage in the fight for voting, abortion and LGBTQ+ rights",1
An anti-Trump evangelical pastor is on a mission to convert the former U.S. president’s most faithful church followers,1
Trump blasts Supreme Court over tax return ruling after a tough day in 3 other courts,1
GOP Gears up to Investigate Biden's Student-Debt Relief,1
Conservative group sues FDA to revoke approval of abortion pill,1
"Murdoch v Trump: Rupert’s papers kick Donald, but Fox won’t play ball",1
"CNN projects Rep. Mary Peltola will win race for Alaska House seat, thwarting Sarah Palin’s political comeback again",1
"Trump would beat DeSantis in 2024, as Biden approval rate remains underwater, new poll finds",1
Biden at 80: A 'respecter of fate' mulls 2nd White House bid,1
Anti-abortion groups seek to overturn FDA approval of abortion pill,1
"Defense Department fails another audit, but makes progress",1
How Nancy Pelosi's net worth vastly increased while House Speaker,1
Lindsey Graham testifies before Georgia grand jury investigating 2020 election aftermath,1
Lindsey Graham testifies before Georgia grand jury in Trump election probe,1
Cannabis banking supporters scramble to reach lame-duck deal,1
Graham at Ga. grand jury for testimony in probe of 2020 election,1
Supreme Court Justice Alito denies NYT report that he leaked Hobby Lobby opinion,1
Democratic U.S. Rep. Gomez triumphs in California district,1
Booker Announces Legislation to Hold Large Factory Farms Accountable and Improve Animal Welfare,1
"Kari Lake's 'Fawning' Tweet Hints At Her Next Career Hope, Twitter Users Say",1
Mastriano supporters are flooding Pa. courts with baseless recount petitions in governor’s race,1
"Trump ‘needs better judgment in who he dines with,’ says GOP Rep. James Comer",1
Now this is how to lose an election: With a smile and a hug,1
"Herschel Walker's 'erection' remark spark torrent of memes, jokes",1
"After Michigan students clog campus polling places, election officials look for a better way",1
Trump’s Jan. 6 supporters feted at his Mar-a-Lago campaign launch | Several MAGA personalities and Trump world figures with ties to the Jan. 6 rally were fixtures at the launch of his 2024 campaign at his private Palm Beach club.,1
"Bernie Sanders in line to chair influential Senate committee on health, education and labor",1
Chris Christie says potential GOP challengers are acting like Trump is 'Voldemort': 'You're going to run against him? Say his name',1
Mike Pence Is Asked If Trump Is A 'Good Man' And His Swerving Answer Says It All,1
U.S. House Republicans press TikTok on Chinese data sharing,1
Amy Coney Barrett urged to step away from gay rights case because of faith affiliation,1
Parents Need Their Own AARP: Raising kids in America is expensive and isolating. A caregivers’ lobby could help.,1
"GOP’s 2024 hopefuls begin to distance themselves from Trump at Las Vegas event- ‘If he becomes the Republican brand, the party is going to be destroyed’",1
GOP doubles down on extremism after party takes House,1
Megathread: Justice Department Names Special Counsel in Trump Criminal Investigations,1
Trump support among Republicans flat since announcing reelection bid: poll,1
Trump White House bid has hardly any Senate GOP support,1
"Garland names special counsel for Trump Mar-a-Lago, 2020 election probes",1
Appointment of a Special Counsel,1
Sen. Markey vs. Musk's Twitter: The freed bird might get its wings clipped,1
"If You Want to Help the Rich and Die Sooner, Vote Republican",1
"Trump’s Big Lie charade is over. Politicians who helped him, meet the special counsel",1
This Far-Right Republican Party Is Not Nearly as Divided as Some Think,1
POLITICO Playbook: A new special counsel sets Washington ablaze,1
US justice department seeks to void Trump’s special master review of papers; The end of the process will make the materials seized from Mar-a-Lago available for the criminal investigation of the ex-president,1
Elon Musk voices support for Trump rival Ron DeSantis if Florida governor runs for president in 2024,1
Rosenstein: Trump special counsel appointment signals DOJ belief in a ‘viable potential case’,1
How translators help remove barriers to voting for Indigenous communities,1
"From Europe, Trump special counsel takes over Mar-a-Lago, Jan. 6 probes",1
House GOP planning support for fossil fuel production,1
Hakeem Jeffries on course to become first Black party leader in Congress,1
Senate Democrats restart talks to try to help DACA recipients during lame-duck session,1
State lawyers ask Utah Supreme Court to step in after judge declines to dismiss gerrymandering lawsuit. Utah Third District Judge Dianna Gibson also ruled the Legislature did not act improperly when it changed voter-approved anti-gerrymandering law.,1
"""What are we doing here?"" Appeals panel appears inclined to toss out Trump special master order",1
Big Lie Proponent Herschel Walker Is Getting Campaign Help From Officials He Suggested Should Go to Jail,1
Trump's new nemesis: Special counsel 2.0 unlikely to be Mueller repeat,1
Lawmakers fret over another holiday punt on government funding,1
Opinion | An Early Clue on Trump’s Republican Support,1
New Trump Special Counsel Is Already in a Race Against Time — 2024,1
Elections 2022: The educational divide that helps explain the midterms,1
San Francisco police propose using robots capable of ‘deadly force’,1
"Citing Orwell, Judge Blocks 'Positively Dystopian' Censorship Law Backed by DeSantis",1
'They literally traced it': Libertarian Party shares antisemitic meme about FTX Crypto's collapse,1
"Supreme Court leaked landmark case years before Roe was overturned, ex-abortion activist says in new report",1
Here Are the 12 Republicans Who Voted to Protect Same-Sex Marriage,1
The Midterms Proved Americans Are Done Waiting for Congress to Protect Abortion Rights,1
"Booker, Paul Introduce Bipartisan Legislation to Promote Research and Access to Potential Life Saving Drugs",1
Thank Court-Backed Gerrymandering for GOP House Takeover,1
Biden calls veteran credited with taking down Club Q gunman,1
Donald Trump's tax returns at the mercy of leakers,1
Democrats must protect Social Security by raising the debt ceiling,1
Democrats Are Ready for GOP to Make Hunter Biden the New Benghazi,1
Trump Thought He'd Enter Capitol 'Like Mussolini': Jamie Raskin After Agent Testifies,1
Why Democrats Should Forget About Winning Florida,1
"Marjorie Taylor Greene Was Promised GOP Will Investigate Pelosi, DOJ: Report",1
Chuck Schumer finally admits it: Democrats don’t want any real immigration law,1
Progressive Activists Ready Campaign to Counter New House G.O.P. Majority,1
Get ready for Shadow Speaker Marjorie Taylor Greene: She's running the show Kevin McCarthy supposedly persuaded Marjorie Taylor Greene to back him. We know which of them has real power,1
"Trump’s act is ‘old and tired’, says his own former national security adviser",1
How the Supreme Court Plans to Undermine Future Elections: The clock is ticking for the anti-democracy “independent state legislature” takeover.,1
"A Trump judge seized control of ICE, and the Supreme Court will decide whether to stop him",1
FCC bans U.S. sales of Huawei and ZTE equipment over national security concerns,1
"Guess What, It’s Abolish-the-Debt-Ceiling O’Clock (Again): If the Democrats don't use the lame duck session to take this economic doomsday device out of the incoming GOP's hands, God help us all.",1
"GOP makes unnecessary promise about prayer, Pledge of Allegiance",1
Six states urge U.S. Supreme Court to keep block on Biden student debt relief,1
Biden sending federal aid as NY digs out from huge snowstorm,1
Flip of Michigan legislature highlights role of fair maps,1
Why one GOP member is still optimistic about Biden’s impeachment,1
Adam Kinzinger Suggests He Risked His Seat To Save Democracy. Democrat Gerrymandering Erased His District.,1
"NY gov signs novel law that limits cryptomining, for now",1
Flip of Michigan Legislature highlights role of fair maps,1
Biden eases Trump-era restrictions for financial advisers on ESG.,1
Biden eases Venezuela sanctions as opposition talks resume,1
"Biden pardons two turkeys, over possible objections from the first dog",1
Lawmakers Urge Action After Report Of Other Supreme Court Leak,1
Justice Samuel Alito Leaked Hobby Lobby Decision On Contraception In 2014: Report,1
"To Fix the DOD’s Misplaced Priorities, Pass the Restoring Military Focus Act",1
US determines Saudi Crown Prince is immune in case brought by Jamal Khashoggi’s fiancée,1
Department of Justice Opens Investigation Into Real Estate Tech Company Accused of Collusion with Landlords,1
"Justice Alito accused of being SCOTUS ""leaker"" after new report: ""Disgrace""",1
"Donald Trump prefers company of sycophants and has no friends, Mar-a-Lago member says: ‘It’s all transactional. They want to be around him because he’s the ex-president’",1
"Lisa Murkowski and Mary Peltola win Alaska races, defeating Trump-backed opponents",1
Republican sues lesbian opponent to be declared the winner even though he’s losing,1
Senate Judiciary panel chair to review 2014 Supreme Court leak claim,1
Democrats Win Pennsylvania State House Majority In Major Upset,1
GOP downplays its Trump wing on the world stage - Congressional Republican leaders at the Halifax International Security Forum sound like they're ignoring colleagues who have called for limiting further Ukraine aid.,1
"In Thanksgiving tradition, Biden pardons two chatty turkeys",1
"Mike Lindell weighing run against GOP's Ronna McDaniel ""if God willing""",1
"Ye is Running for President And Asked Trump to Be Running Mate: As to be expected, the request to collaborate didn’t end well.",1
New special counsel has long career confronting corruption,1
Taylor Swift ticket trouble could drive political engagement,1
Verdict in Dutch Trial Against MH17 Suspects - United States Department of State,1
Florida Legislature poised to change law to aid a DeSantis presidential run,1
Democratic Sen. Raphael Warnock has big campaign cash advantage over GOP’s Herschel Walker going into runoff election,1
Kari Lake Supporters Turn on Confederate Flag-Waver During Election Protest,1
Why Kemp-Warnock voters will be decisive in Georgia runoff,1
Democrats should nominate a Republican successor to Pelosi,1
Democrats embrace Obama for Georgia runoff as GOP warns Trump to stay away,1
Liberals denounce Elon Musk as Republicans cheer: Reactions to Donald Trump being unbanned on Twitter,1
"Del. Rasoul files bill, would allow 16 and 17-year-olds to vote in local elections",1
Graham testifies before Fulton grand jury after long legal battle,1
Biden grants PG&E $1.1 billion to keep Diablo Canyon nuclear plant open,1
U.S. Supreme Court rebuffs dispute over nursing home COVID suits,1
Hakeem Jeffries launches bid to be Nancy Pelosi’s successor,1
"Biden administration will extend student loan debt repayment holiday to June, reports say",1
Judge rules to allow early voting in Georgia Senate runoff on Saturday after Thanksgiving | CNN Politics,1
U.S. grants Chevron license to pump oil in Venezuela,1
"Arizona's Ducey meets with Hobbs, despite no concession from Lake",1
"Is Joe Biden being investigated? GOP outlines ""top priority"" probe",1
"As he begins 2024 run, Trump faces legal challenges in 4 courtrooms in 1 day",1
Supreme Court denies Trump request to withhold tax returns from Congress,1
Opinion | Election denial is reaching new levels of absurdity in Arizona,1
Texas Was Once Headed Blue. Now Dems Just Hope to Stop the Bleeding.,0
"Bernie Sanders Calls Out Amazon, Bezos in Black Friday Message to Workers",0
Supreme Court declines to block release of Trump tax returns to Congress,0
White House to Extend Student-Loan Payment Pause to June 30,0
"U.S. to extend student-loan payment pause up to June 30, Biden says",0
AP sources: Biden to extend student loan pause,0
There is a growing shadow campaign to defend Joe Biden from House Republicans,0
Trump's growing GOP challengers revive fears of 2016 repeat,0
Top House Republican McCarthy threatens impeachment of Homeland Security chief,0
Conservative states are blocking trans medical care. Families are fleeing.,0
President Biden Is Turning 80. Experts Say Age Is More Than a Number.,0
Herschel Walker Called on Biden to Take a Mental Fitness Exam. But He Won’t Do the Same,0
US midterms: Lauren Boebert's Democratic challenger concedes,0
How soon could recreational marijuana become legal in Pa.?,0
Trump Advisors Called His Dinner With Ye and White Supremacist Nick Fuentes a 'Nightmare',0
What We Know About Trump’s Dinner With White Supremacist Nick Fuentes,0
Kanye West says Trump ‘really impressed’ with white supremacist Nick Fuentes after Mar-a-Lago meeting,0
President Biden extends moratorium on student loan payments,0
Trump tells Ye that white supremacist Nick Fuentes 'really gets me' during Mar-a-Lago visit: report,0
Special counsel in Mar-a-Lago and January 6 investigations begins work with no sign probes will slow down,0
Stop Wish Casting: Trump Is Going to Cruise to the 2024 GOP Nomination,0
"Sununu says GOP should ‘stop supporting crazy, unelectable candidates in our primaries’",0
President Biden extends moratorium on student loan payments,0
The notable legal clouds that continue to hang over Donald Trump,0
"Trump’s Latest Dinner Guest: Nick Fuentes, White Supremacist",0
Republicans Paid a Price for Overturning Roe. It May Have Been Worth It. | The GOP secured a decadeslong goal in return for a disappointing midterm election.,0
Senators press Buttigieg to increase airline passenger compensation for canceled and delayed flights,0
"Lauren Boebert declares victory in unexpectedly tight House race, despite no networks calling it and a recount looming",0
11th Circuit Holds Trump Lawyers’ Feet to the Fire in Special Counsel’s First Courtroom Match-Up Over Fate of Mar-a-Lago Docs Review,0
Republicans identify 42 Biden administration officials they want to testify,0
Arizona becomes epicenter of GOP challenges to 2022 election,0
Feds likely to challenge Microsoft’s $69 billion Activision takeover,0
"A Georgia Senate runoff poll points to challenges for Walker, Warnock",0
"Mike Lindell says ‘God willing,’ he will challenge Ronna McDaniel for RNC chair",0
Trump's secret 2024 weapon? He's ready to burn it all down,0
Newsom Told the White House He Won’t Challenge Biden,0
Idaho AG-elect hires former Trump administration attorneys | Idaho will add a new position of solicitor general to challenge federal government actions and policies when Raul Labrador becomes the state's new attorney general in early January,0
Want to Know Donald Trump’s Standing in the GOP? Watch Kevin McCarthy. — The House GOP leader is a human weather vane.,0
28 percent in new poll want focus on presidential impeachment investigation,0
"Georgia Voting Numbers Do Indeed Show Youth Surge | The number of young voters in Georgia more than doubled since 2014, counter to the narrative provided by David Shor",0
Mark Kelly: Democrats ‘absolutely’ don’t recognize the complexity of border challenge,0
Troublemaker Trump doesn’t care about a second term – or America. What he craves is attention,0
Opinion | Donald Trump Is (Still) President of White America - The culture of white supremacy has gone fully mainstream. And Trump has presided over this phenomenon as the official culture-warrior-in-chief.,0
Defeated Arizona hopeful Kari Lake sues Maricopa County election officials,0
"Jeffries, Pelosi's likely successor, says Dems can have 'noisy conversations' and still come together",0
"ACA sign-ups expected to reach record high, Becerra says",0
The GOP establishment could've prevented a third Trump run,0
Arizona will now give undocumented students in-state tuition rates. Here’s why that matters,0
Opinion | The Massacre at Club Q Was Only a Matter of Time,0
Trump launches Truth Social war on new special counsel's wife,0
Mary Peltola's win in Alaska may reignite conservative election anger,0
GOP operative convicted in scheme to funnel Russian money into Trump campaign,0
Marjorie Taylor Greene Appears To Reassure Fascist Nick Fuentes Trump Will Pardon Rioters,0
Voters who backed GOP governors helped keep Senate blue,0
"Lauren Boebert, Gun Lover and Anti-LGBTQ Troll, Offers ‘Prayers’ for Club Shooting Victims",0
GOP operative illegally funneled Russian money to Team Trump,0
Attorneys general must prevent Jan 6. insurrectionists from holding office,0
Trump adviser says Mar-a-Lago dinner with Kanye West and Nick Fuentes was a ‘f***ing nightmare’,0
Recently elected Arizona House Republican says she will not do her job unless the 2022 election is redone,0
Where the territories stand on marijuana laws,0
GOP centrists prepare to 'flex our muscles',0
Trump showed “lack of judgement” with Nick Fuentes dinner: Chris Christie,0
Who Is Randy Voepel? Colorado Suspect's Grandfather Is MAGA Republican,0
"Jan. 6 committee to release ""all the evidence"" within a month, Lofgren says",0
Biden gives PG&E $1 billion to keep the Diablo Canyon nuclear plant open,0
Dems get in array on future leadership after Pelosi departs,0
Midterm exit polls show that young voters drove Democratic resistance to the ‘red wave’,0
Marjorie Taylor Greene will be the real Speaker behind the scenes even if Kevin McCarthy gets the job: Former GOP congressman,0
Kari Lake refuses to concede in Arizona governor's race.,0
"Trump doubles down on defending meeting with Kanye, Nick Fuentes",0
Kyle Rittenhouse meets with House GOP members,0
Kinzinger says he doesn't think McCarthy will 'last very long' if he becomes House speaker,0
Biden reacts to ‘devastating’ Colorado Springs deadly shooting,0
Flynn Must Fly to Fulton,0
2024 Republican rivals put Trump on notice,0
The basement strategy is working for democrats,0
Doctor says she shouldn’t have to turn over patients’ abortion records,0
The Memo: Democrats pine for Trump as GOP nominee,0
California governor set to release $1B for homelessness,0
Runoff Early Voting Starts,0
"Former Congressman Slams GOP 'Silence' After Trump, Fuentes Dinner",0
McCarthy says he'll remove Ilhan Omar from committee assignment,0
"Rep. Lauren Boebert race too close to call, with margin inside recount threshold",0
Biden gives Chevron permit to restart Venezuelan oil sales,0
Schiff: McCarthy as Speaker ‘Will Adhere to the Wishes’ of Extremists,0
"Biden, turning 80, faces an age-old question: How old is too old to be president?",0
Big donor money steering away from Donald Trump,0
How 2020 Laid the Groundwork for Moore v. Harper,0
GOP's lackluster fundraising spurs post-election infighting,0
"Clyburn says decision to stay in leadership is ‘biblical' to him, despite Pelosi’s call for ‘new generation’",0
Key Evangelical Figures Turn On Trump: 'He Used Us',0
"Patty Murray set to become first woman to serve as Senate president pro tempore, third in line to presidency",0
Man indicted in Okeana neighbor homicide: 911 caller says ‘he thought he was a Democrat’,0
Eight Recent Cases Where the ISL Theory Appears,0
"Biden to meet with CEOs, union leaders Friday on economy",0
Lauren Boebert leads Adam Frisch by 551 votes. County clerks report there are only about 200 ballots left to count.,0
Georgia court declines to halt Saturday early runoff voting,0
"The ""What happened in your state last week?"" Megathread, Week 47",0
Kevin McCarthy dodges questions about Trump's campaign,0
Trump 2024 Doesn’t Have Jeb Bush,0
"Kanye West says he’s running for president, working on campaign with Milo Yiannopoulos",0
Marjorie Taylor Greene's personal Twitter account reinstated,0
DeSantis closes gap with Trump in new poll,0
What can Democrats push through Congress in the lame-duck session?,0
Greene’s call for ending U.S. aid to Ukraine isn’t about the money,0
"Maricopa County finishes counting ballots, Kris Mayes still ahead of Abe Hamadeh",0
Texas Guard to send 'tank-like' military vehicles to the border,0
FTX US Donated $1 Million to a Super-PAC Aligned With Mitch McConnell in October Donation came just days before FTX declared bankruptcy | Bankman-Fried became sixth largest donor in midterm elections,0
"After Shooting, Hate-mongering Republicans Are Suddenly Silent About LGBTQ Issues",0
Christian petition against Donald Trump's 2024 run signed by thousands,0
North Texas Republican files long-shot bill to dissolve city of Austin,0
Texas bill would let fetus count as second person in an HOV lane,0
Ex-Prosecutor Says 7 Words Should Disqualify Mike Pence From Holding Office Again,0
9 Democrats and 8 Republicans form bipartisan majority in Alaska Senate,0
Elon Musk says he will back Trump rival Ron DeSantis in 2024 if he runs for president,0
Court Docs Rip Into DOJ for ‘Fiddling Away’ on Matt Gaetz Case,0
What to Know in Washington: Biden Braces for House GOP’s Probes,0
Democrat Craig Greenberg will be Louisville's next mayor,0
"Colorado shooter is the biological grandson of California Assemblyman Randy Voepel, sources confirm",0
Pelosi throws down gauntlet for aging leaders,0
Paul Ryan invents a new category of anti-Trumpism,0
More than a quarter of the country wants the GOP to start impeachment investigations against Biden,0
Marjorie Taylor Greene hurls homophobic slur at Bay Area rep,0
Likely next House Oversight chair says Mar-a-Lago documents investigation won’t be a priority,0
California Governor Gavin Newsom says wildfire investment a 'success',0
Early voting begins in some Georgia counties for key Senate seat,0
"Largest rail union rejects contract agreement, heads back to bargaining table",0
New York Democrat Hakeem Jeffries seen as frontrunner to replace Pelosi.,0
Karen Bass drew more votes than any mayor candidate in L.A. history,0
The Left's grotesque politicization of mass shootings,0
Political leaders prepare for gridlock and inquiries in next Congress,0
Georgia Appeals Ruling on Saturday Early Voting for Runoff,0
Manhattan Prosecutors Again Consider a Path Toward Charging Trump,0
Colorado Elections: CO-District 3 update: Boebert's lead over Frisch shrinks,0
"Marjorie Taylor Greene Will Be House Speaker, Former GOP Congressman Says",0
Senate Democrats’ campaign chief: Trump a ‘motivating factor for turnout’,0
Saturday Morning Political Cartoon Thread,0
Obama to announce expansion of young leaders program to US,0
Omar fires back after McCarthy vows to remove her from committees,0
Texas Republicans Introduce 17 Anti-LGBTQ+ Bills,0
Illinois legislators to decide whether to end cash bail,0
"Biden’s zero-emission government fleet starts with USPS. The Postal Service is set to roll out 34,000 electric mail trucks in the coming years, and it’s transforming its operations to make them go",0
"In Virginia, Spanberger’s star is rising",0
Obama to campaign for Warnock on Dec. 1 before Ga. runoff,0
Congress will be taking a closer look at Sam Bankman-Fried’s political spending spree,0
GOP's lackluster fundraising spurs post-election infighting,0
Austin AFL-CIO Council Becomes Latest to Urge Biden to End Medicare Privatization Scheme,0
Marjorie Taylor Greene Uses Gay Club Mass Shooting to Lie About Drugs,0
Trump Family’s Newest Partners: Middle Eastern Governments,0
"Trump tweeted an image from a spy satellite, declassified document shows",0
Pelosi’s Decision to Step Aside Paves Path for a New Generation of Democrats,0
AOC tells GOP to 'connect the dots' between 'an anti-LGBT+ campaign' and the deadly shooting at a gay nightclub in Colorado Springs,0
Judge allows Saturday voting before U.S. Senate runoff in Georgia,0
Here are 5 big investigations House Republicans are planning to launch,0
Eric Trump claims draft-dodging father ‘fought for this country’ and compares him to Tom Brady,0
Republican Resurgence In New York State,0
