headline,label
"Ecuador staged an impressive fightback to draw the Netherlands 1-1. The task for the Dutch in the final matchday is easier, while for Senegal, Ecuador is really becoming an obstacle after the impressive display of South American minnows.",1
"Tunisia is really stronger than Australia and in pair with Denmark, but... their World Cup and Olympics records are something definitely worth worrying...",1
"ENGxUSA, full match: 90 minutes of the Anglophone derby ended with deadlock as neither England or the USA could break down each other, leaving the group in balance. England will have an easy final match against Wales, but the USA must beat Iran in order to have any realistic chance to progress.",1
"Well played Iran, they truly deserved it",1
"12 years after Australia's second and last World Cup win, Australia gained its third.",1
Belgium met Morocco back in the 1994 FIFA World Cup. The Belgians won with great difficulty by just one goal.,1
"Ecuador is unique in South America - a team blended with Latin, African, and European characteristics. A team you cannot underestimate for their stamina and strength.",1
Now That We've Seen Every Nation Play at the World Cup Who Do You Think Will Win?,1
Is it only me but do you guys think an Asian team might win it this year?,1
Always good to watch the match with a friend.,1
Brazil beat Serbia 2-0 as Richarlison's brace relieved the Brazilians in front of a brave Serbian side.,1
Idk if it was posted here already or not but they didn’t get cars for their win,1
Good luck Mexico 🇲🇽 🫡🔥,1
Another big upset. 2-0 Morocco v. Belgium resulting in Morocco scoring the first free kick goal in the 2022 World Cup and most importantly securing 3 points for Morocco,1
France WIN! Through to the knockout stages,1
Argentina has to win against Poland to guarantee their spot in round of 16,1
"On July 10, 2004, Ramón Morales scored a free-kick for Mexico in the 9th minute of a Copa America match against Argentina. The game ended in 1-0 win for Mexico. Argentina have not lost to Mexico since then.",1
Katsuhito Kinoshi is unique as the first Asian to work as a fitness coach for a European team - and he played a key role in helping Serbia to qualify for Qatar 2022.,1
Jesus Christ what a strike! Morocco definitely the better team this match!,1
Absolutely deserved! Well played IRAN!,1
The Stands support Ozil and his supporting situation when his country and team was against him 🙊,1
Poland won!!! 2:0,1
The German commentator roasted the refere today XD,1
Can Poland's promising young talent Nicola Zalewski make the difference?,1
"Ecuador always ends its World Cup with at least a group stage win, no matter how powerful their opponents are. Ecuadorian team is really a team of assassins.",1
I FUCKING LOVE THIS GAME,1
Canada Show Some Love!,1
We love worldcup out here in South India !,1
Huge respect 🫡 🇸🇦,1
Any good world Cup podcasts or youtube analysis you'd recommend?,1
Richarlison's Masterpiece!,1
What would be the reference best movie title when Portugal prevent Ghana scored the equalizer?,1
Can Ilkay Gundogan join Aziz Behich to make Germany and the Turks proud?,1
"Portugal, Mexico, Real Madrid, Juventus and Manchester United fans praying to their god….",1
Anyone who is completing the world cup sticker album please help me!,1
Iran has not won against a European opponent in its World Cup history. Can Iran gain the first win against Wales?,1
What is the best Portugal team to ever appear in a major tournament?,1
The best goal of the World Cup so far,1
Which has been the best game of Matchday 1 of the Groupstage,1
Best country for world cup?,1
The best tea...,1
Mohammed Al-Owais had made Messi and Di Maria total jokes in the field. Can Al-Owais remain invincible against the Poles?,1
best 11 for the first round of the World Cup,1
Best Goal so far (Telemundo),1
This gotta be one of the best 0-0 matches i have seen in my life,1
List Of The Best Teams Not In qatar world cup 2022,1
Cristiano Ronaldo is the best player in the world,1
Arab commentators are the best,1
The best of all,1
The One Love issue,1
I love Cristiano Ronaldo 🙏🏻🙏🏻🙏🏻 First player in history to score in 5 different world cups,1
The Best Trio,1
This playlist of the greatest moments so far 🙌🏻,1
What team has the best Midfield at the WorldCup?,1
Who is the greatest between this two,1
Even My Town Gets Love At Qatar,1
[POLL] Most Beautiful Goal this far,1
"Farewell, Canada. The second team to be eliminated from the 2022 FIFA World Cup after the host nation. Their youngsters have a great moment in the World Cup though.",1
Brazil possession and takles were insanely great in this game,1
Richarlison executes an all-time great goal,1
I heard that guy Kim is great at the back for Korea,1
"BRAxSRB, 1st half: Serbia is a version far more superior than Japan or Saudi Arabia can do, and Brazil definitely understands the danger Serbia posed. 15 minutes resting will be the chance for Tite to understand the depth of Dragan Stojkovic's tactics.",1
"Like father, like son.",1
A Palestinian fan helps the Brazilian coach's daughter carry her sleeping son on the Qatari subway. The coach was moved to tell in an interview and said he wants to meet the man.,1
"FRAxDEN, full match: France broke the champions curse by reaching the knockout phase after a hard-fought win over Denmark. Yet France and Denmark can still join together as they will meet minnows Tunisia and Australia in their final games.",1
Simply beautiful this edition with the goal of Richarlisson from Brazil. Leecharlisson,1
"Spain and Germany both fought well, though Germany lost a lot of opportunities or else it could've been a win for them.",1
"So it looks like England would still top the group by loosing to Wales by less than three goals, provided the US and Iran draw!",1
My takeaway from ENG vs USA is that the US team lacks experience but they good and young and I can not wait for USA vs Iran,1
Senegal are the first African side to win at the 2022 World Cup 🇸🇳,1
False: Rolls Royce gifted to each Saudi Arabia player after their win against Argentina,1
Will any asian country will win this FIFA 2022 world cup..?,1
If each country could win only once...,1
Tunisia is probably the only African country where fan supports did not match expectation...,1
Winner takes the right not joining WW2 on the side of Axis Powers,1
Who are you rooting for to win the world cup?,1
Who will win?,1
Who wants Poland to Win the World Cup. 🇵🇱 🇵🇱 🇵🇱,1
"24 years of waiting for the first World Cup win. This time, the Lions of Atlas have done the unthinkable.",1
"Moment of the day November 26. Fernandez goal vs Mexico, closing out the needed win for Argentina",1
Since 2010 Australia win their first World Cup match.,1
"The Lions of Atlas have given the second, and probably the most famous World Cup win this time, to Africa.",1
New amazing world cup song is released,1
Can Morocco give the second win for Africa?,1
canada is going to win,1
"Spain vs Germany, guys I'm with Spain, who you guys think will win",1
Who’s gonna win the golden boot? 🤔,1
Cristiano Ronaldo pulls something out of his shorts and chews it during Portugal World Cup win,1
World Cup stat - Spain's 7-0 thrashing of Costa Rica was their first opening group stage win in the World Cup since 2006,1
Morocco will win,1
Will Belgium ever take advantage of all their talent or…,1
"What a game it was, both team played very well",1
"Talented but his team underperformed, Issam Jemaa is really the unlucky top scorer of Tunisia.",1
Brasil wins 2:0🥳🥳🥳,1
World Cup stat - The USA have won just two of their last 14 World Cup matches (D6 L6) can they change that vs Iran?,1
ties vs wins,1
These Sportsnet history episodes are perfect for getting hype pre-game,1
“feel the magic in the air” Argentina wins 2-0 against Mexico as Messi scores a goal and makes an assist.,1
Ronaldo wins MOTM for his performance vs Ghana,1
Soccer v Football. who wins?,1
"Argentina vs Mexico, who do you guys think will won",1
Portugal wins over Ghana scoring 3-2,1
England booed off? So were we in 1966 says World Cup hero Geoff Hurst,1
A bit of fun for a Friday!,1
"Scaloni knew well about Mexico, himself played against them in 2006.",1
Thanks for doing this every game QATAR!!,1
Colombian women's soccer team crowned champions of IV World Cup,1
[PS1] Winning Eleven FIFA WORLD CUP QATAR 2022 - #3 Semi-Finals and Final with Qatar (Hard),1
"My Brothers & Sisters, the Winning Country will also receive this unsold Beer",1
Wahbi Khazri gave Tunisia's first World Cup win since 1978. Will he finally strike again?,1
"Van Dijk, truly the captain of the Dutch defence.",1
Tunisia should have learnt how Peru got blocked by Australia - Tunisia and Peru share some similar level in strength. Now Tunisia is in a very precarious position in order to have a place in the last sixteen.,1
Croatia — Canada | http://www.canallive.tv | Free Streaming Football | 😃,1
Fun fact about Belgium and Iran,1
Morocco’s celebration after scoring the first free kick in the 2022 World Cup against Belgium,1
Japanese fans cheering on their team.,1
When you realise Lewandowski has been elevated to the status of heroes.,1
"Me and my whole school watched the Morocco VS Croatia game, even tho nobody scored still was fun to watch",1
Brazilian fans chant “Free Free Palestine” ahead of the Brazil vs Serbia match at FIFA World Cup in Qatar.,1
"Photo of Szczesny & Lewandowski going viral in Poland (even Marina, Szczesny’s wife, poked fun of it (see photo 2)",1
Richarlison appreciation card. Joga bonito🇧🇷,1
Sadio Mane contributed 60% of Senegal's team strength. How can Senegal fare against Qatar and Ecuador without him?,1
"This is Dr Nasser Mohamed, a primary care physician and founder of the Alwan foundation, a non-profit advocating for LGBTQ+ rights in Qatar. Thought he deserved some attention during this tournament.",1
Relaxed Brazil Went Bowling Before Match,1
"Well that was unexpected, but well deserved",1
Which team has been the most enjoyable to watch ?,1
This Mexico fan has taken a big risk to support his team! 😅,1
WHO’S READY FOR MEXICO AND ARGENTINA?!?,1
"Iconic, leão always smiles before the ball goes in",1
"Selim Amallah, Bilal El Khannous and Ilias Chair are born Belgians, but now they will play for Morocco against the country of their birth.",1
World Cup past winners,1
Unpopular opinion: International teams and fans should respect the rules they have in Qatar.,1
Even the Mexico fans had to stand and admire 📸,1
Man United chapter has CLOSED! | Cristiano Ronaldo speaks after Portugal...,1
"PORxGHA, full match: a boring first half was replaced by an insane second half festival that saw the Portuguese triumphed 3-2. Yet Portugal showed a very fragile defence and almost drew the Africans, something Fernando Santos must try to fix before the not-so-easy meeting with Uruguay.",1
HISTORIC! SO EMOTIONAL! CANADA'S MAIDEN WORLD CUP GOAL! CAN ONLY BE ALPHONSO DAVIES!,1
We started so well!,1
"Ball hadn’t even gone in yet, bro was already smiling.",1
"All day goals, what is your favorite goal for today?",1
What are your favorite chants of your country?,1
Of course they're tied for the most Player of the Match awards in men's World Cup history 🐐🐐,1
Canada scored first goal in under 2 minutes :),1
Clever,1
Argentina is Pure Passion,1
what's your favorite world cup and why?,1
Iran 2-0 wales haha,1
A Quartet on Iran vs Wales :),1
That will be even more interesting. Germany still in the game 🇩🇪1:1🇪🇸,1
Someone help me find this girl!,1
World cup needs better referees,1
Luis Enrique surely knew Germany... as far as 1994.,1
Funny situation Korea vs Uruguay,1
"To all the Saudi supporters asking ""Where is Messi?"".. HERE is Messi.",1
Australia only met an African opponent in its World Cup history. Can Australia do better than their previous meeting?,1
I think the worldcup 98 was better 👌🏻,1
I hope Kane is not TWO hot on Friday I USA legend Eddie Lewis EXCLUSIVE...,1
Funny situation (Korea vs Uruguay),1
Is anyone else like this during the World Cup? Just me?,1
"'Arsenal, TOP of the league... BABY!' | Where will Cristiano Ronaldo be heading next? 👀",1
When you get so happy you want to choke the coach,1
Source of his talent,1
England vs United State,1
"Once a captain, and stay the true captain.",1
The tournament favorites are here…..,1
was nice to see,1
I think the United States are going to beat England.,1
nice one fox,1
Talent Flow of All Players in World Cup,1
From one of em popular accts,1
France: you can copy my homework but don't make it obvious Croatia: ok,1
Canadians not using regulation balls lol,1
Concacaf… more like pure Caca.,1
My Bets for the next matches this WC… I bet I get a lot more points like that,1
Hakim Ziyech knows so well about Belgium since he is actually from a neighbouring country of Belgium. Can he use his technique trained by the Dutch against the Belgians?,1
Can Luka Modric help his team to overcome the Canadians?,1
Whilst watching the world cup I thought it interesting how white the Polish team was.,1
Xavi clearly didn’t watch the Moroccan masterclass today 🤣,1
"On Friday v. England, Matt Turner helped deliver the [USMNT]’s 6th ever clean sheet in World Cup competition",1
"Moroccan diaspora in Belgium is the third largest Moroccan diaspora in the world, larger than that of the Netherlands or USA. And many of them will feel conflicted to support either Belgium or Morocco next.",1
Canadian Coach: “we're going to go and eff--- Croatia.” Croatia: “and we took that personally!” xD crazy match 🔥🔥🔥,1
Japanese fans cherish the moment,1
No team would win the world Cup with ronaldo aged 37 as striker.,1
"Kevin De Bruyne on whether Belgium can win the World Cup: ""No way, we're too old.""",1
Felix Sanchez Bas has facilitated the growth of Qatar's football. Can he finally guide Qatar against Senegal and the Netherlands?,1
🇩🇪Germany came back and stay alive in this WC..... 1-1draw against Spain,1
Is Louis Van Gaal the only capable manager the Netherlands currently have to lead in the World Cup?,1
Where can I get a shirt similar to this 2018 shirt for 2022? All countries on the shirt please! (Must ship to/be in stores in CANADA),1
"UNITED States World Cup, Patriotism v Protest",1
"Two different positions, one goal. The Serbian brothers Milinkovic-Savic are ready to rock World Cup.",1
World Cup Live Preview. Group G: the strongest Brazil in 16 years and the Serbian paradox,1
we are all gathered and praying,1
CR7 IS READY,1
"For the first time since 1986, Poland started their two first World Cup games without a defeat.",1
"ENGxUSA, 1st half: first 45 minutes of the Anglophone derby saw England deadlocked by a very energetic American display, and the United States could have taken the lead had not for their strikers failed to convert their chances properly. England remained dominant though, but that's not enough.",1
When will team X play team Y? Handy calculator,1
"USMNT with amazing performance against England, but goals still wanting",1
World Cup stat - England have played out more 0-0 draws than any other nation in World Cup history (12).,1
How did Ghana play for 10 minutes when the ref gave 9?,1
"Lionel Messi with kinesiology work in his soleus, will play for Argentina",1
When the USA beat England 1-0 back in 1950. Time to revive the Anglophone derby in Qatar.,1
Things FIFA World Cup offers that gets you excited ...,1
"CROxCAN, full match: Croatia came from behind to blow away the Canadians from the tournament with an emphatic 4-1 win, set the theme for the final and most heated meeting between Croatia and Belgium. For Canada, their only result was a historic World Cup goal, but that's it.",1
"When you steal your brother's favorite shirt 😂, show your creativity?",1
Cant argue with that red card!,1
Japan Fan Costumes,1
fan art,1
A Japan fan at the World Cup,1
World Cup Original Songs?,1
A Japanese Fan at the World Cup,1
Saudi Arabia's defeat in 2018 helped Russia to progress from the group stage for the first time since 1986 (as USSR). Is Saudi Arabia's defeat in 2022 going to help Poland to progress from the group stage for the first time since 1986?,1
A fan goes around the Germany fans holding up a poster of Mesut Ozil and covering his mouth.,1
Name england girl fan?,1
Iranian fan during anthem,1
"QATvsSEN, 1st half: a poor defence display by the Qataris allowed Senegal to have 15 minutes resting with a goal lead, though Senegal could have done better than that. For Qatar, they must find the way to win or Qatar will become the first hosts to lose two consecutive games.",1
Richarlison's second goal against Serbia reminded me of the movie Shaolin Soccer. As a Brasil Football Team fan I had to do this fanart.,1
"With the 0-0 draw to Mexico, Poland did not lose the opening game of a World Cup for the first time since 1986. Can Poland build up its momentum to crackdown Saudi Arabia?",1
"CROxCAN, 1st half: Canada got an emotional historic World Cup goal, only to see Croatia regrouped and stroke twice as the first half ended with Croatia taking the lead against the energetic but inexperienced Canadian side. What's going to happen in the next 45 minutes?",1
Every time Canada scores this plays in my head:,1
"Tunisia has met Asian opponents twice, but has never won a game. Can they give Africa's second World Cup win against Australia?",1
Australians at home celebrated crazily when Mitchell Duke scored against Tunisia.,1
I’m tired of the same. I want a new World Cup winner.,1
Join Us Canada,1
IRGC Man Says Qatar Helping Iran Silence Dissidents In World Cup,1
This guy is a joke.,1
"Finally, half of this sub can stop talking about the Champions Curse... Curses don't apply to Mbapee",1
IRGC Man Says Qatar Helping Iran Silence Dissidents In World Cup,1
MATCH 1 NOW IN THE BOOKS. WHO IS THE BEST TEAM THAT DID NOT WIN MATCH 1,1
Never doubt the goat 😤🐐,1
Will Belgium's new phenomenon Jeremy Doku surprise the world?,1
Things I can hear an American Supporter shouting at the ENG v USA World Cup Game LIVE THREAD,1
2022 WC just keeps surprising,1
Brazil is playing with the Ginga after the second Goal!,1
Why does every almost every single team have 1 players that plays with his socks halfway down his shins?,1
Alphonso Davies 17 years old talking about a dream. Let’s go boys. 🍁,1
Does Mexico still have a chance to make it out of the group stage?,1
World Cup stat - Croatia have never lost their second group stage game in a World Cup (W4 D1). Will they continue their streak?,1
Gerardo “Tata” Martino had his first loss managing Mexico against Argentina in an international friendly. The second time he gets to manage against Argentina is in the second round of a major tournament. The last time Mexico beat Argentina was in the second round of a major tournament.,1
Will this be the World Cup of surprises?,1
"A philosopher, a coach, a brother, a friend - he rallied Denmark overcoming every hardship.",1
FIFA directing refs to give calls to big countries and allow fouls against small countries?,1
So emotional for Lewandowski with his first World Cup goal.,1
Is cloning legal on World Cup ??,1
"Lionel Scaloni, coach of Argentina, has some fond memories about Gerardo Martino, currently coach of Mexico. Now, two Argentine coaches battling each other, a repeat of 2006.",1
Playing rough,1
FIFA World Cup Top Goalscorers from 1930 to 2018,1
Group E after playing their 2nd game:,1
Iran calls for US to be kicked out of 2022 World Cup after it changes Iran flag on social media to show support for protesters,1
"How many brothers are playing in the Qatar 2022, and what teams?",1
"Carlos Vela and Javier ""Chicharito"" Hernandez were the last players to score for the Mexican national team at the World Cup. Neither of them are playing in Qatar 2022.",1
"That's the data when you build a wannabe mega cities, stadiums from scratch whilst trying to make yourself important",1
Group F after playing their 2nd game:,1
What is the trumpet song that was playing before 2nd half kickoff of England vs USA?,1
"Mitch Duke, the man who downed Tunisia, is playing in J.League 2, which is not even comparable to the Tunisian Ligue 1 Professionelle players in Tunisian squad.",1
Thoughts on how each continent is playing?,1
Probably the best bad boy in the World Cup. And he is looking for a second.,0
All the coaches are enjoying taking the piss out of Argentina,0
Appreciation post. No hard feelings.😁,0
"Weird fact: Ro-Ro, full name Pedro Miguel Carvalho Deus Correia, is the first Qatari Christian to play in the World Cup for Qatar. Why? Because he was naturalised as a Qatari citizen, as he is from Portugal.",0
"The crazy possibilities of the World Cup group stages… a team could progress from the group stages with only 2 points, and a team could be knocked out with 6 points! And this could still happen in this World Cup…",0
Spain is deliberately trying not to exclude Germany,0
Canada's emotional anthem singing on its first World Cup in 36 years.,0
"Poles, be careful of Saudi young striker Firas Al-Buraikan, the man Japan could not even withstand.",0
Its an emotional game,0
"When World Cup is occurring across the world, Chinese people are surprised to realise football fans do not wear masks by majority, and now questioning its own government.",0
"Except for one, the remaining Australian strikers for Qatar 2022 are entirely home-based or playing in the second division elsewhere.",0
Danish defence right now harking back to the SHIELD WALL,0
You gotta kidding me 🤣,0
USA put up a very good fight against ENGLAND,0
one great game and three really bad ones,0
ALL HAIL THE UNDERDOGS,0
"From The Guardian, no shade like British shade.",0
Iran government supporters confront protesters at World Cup,0
Messi vs Mexican defenders in the 2006 FIFA World Cup.,0
"Red card in 2012, injury in 2016, mistakes in 2018, own goal in 2020. But now he has redeemed in 2022.",0
"Milan Borjan's interview when he first played for Red Star Belgrade four years ago. He can speak Serbian, due to his ancestry. No one could expect a Canadian would become a goalie in 2022 FIFA World Cup in Serbia at the time.",0
Laughable amount of Qatar fans left the stadium before the match finished today.,0
"CR7 wants a World Cup trophy, but what happened to Argentina and Germany could prevent Portugal from doing so.",0
Question…,0
Who do you view as the third favourite behind The Netherlands and England to possibly make it to the quatar finals,0
Germany vs. Brazil 2014,0
what's your opinion? offside or not?,0
"Qatar knocked out, becomes the earliest host to be eliminated",0
Cristiano Ronaldo has scored in five World Cups — History Maker,0
Eng Vs USA at the Al Bayt Stadium,0
"Qatar made history today, as the earliest host country to be eliminated in the World Cup",0
When Dragan Stojkovic scored from the bench...,0
Ties,0
[Post-Match thread] Netherlands vs Ecuador,0
Ayew with an equaliser Portugal 1-1 Ghana,0
US vs Iran Hype Song,0
Group B Qualification and Knockout scenarios,0
[Match thread] England vs USA,0
Tunisia Vs Australia,0
WORLD CUP QATAR 2022 GOOGLE SHEET,0
Group B possibilities,0
Whet is Messi,0
Qatar Officially Eliminated,0
hmm,0
This was not supposed to be,0
[Pre-Match thread] Argentina vs Mexico,0
Moment of day November 25 edition,0
American newspapers tomorrow,0
Vinicius Junior: I’ve learned a lot about that cross from Modric,0
Three countries represented today.,0
Soccer or Football??,0
England vs USA,0
skills,0
Question,0
Sling tv blue,0
McKennie uses a photographer's bib to dry his hands before his throw in,0
"Parabéns Brasil pelo 2 a 0 contra a Sérvia. rivais, não inimigos. o povo argentino te saúda",0
World Cup Stadiums,0
An American's thoughts on the World Cup,0
3:1 Portugal,0
Portugal World Cup 2022 Poster Design,0
here's the third goal.. Portugal on a roll 3-1,0
DRAW!!! ENGLAND VS USA,0
$15 Beer Hunt Qatar FIFA World Cup (Day 2) ⚽️🍻,0
[Post-Match thread] England vs USA,0
Famous World Cup Songs / Chants,0
Why there are so many 0-0 matches in this World Cup?,0
"a BBC journalist asked the Iranian coach a question about the demonstrations in Iran, he asked her why she did not ask the coaches of England and the USA about Iraq, Afghanistan, Somalia and Yemen",0
Group B,0
Who advances if Iran and US draw on Tuesday?,0
All day goals,0
World Cup stat - Brazil are unbeaten in the group stage of the World Cup since 1998!,0
It's called SOCCER,0
The only thing I see here is Ochoa vs Argentina or OCHOA VS MESSI,0
Seattle Landmarks Lit for USMNT... Let's Go Boys!,0
Which selection would you choose more based on the USA vs England draw?,0
Qatar Become The First Nation To Be Eliminated From The 2022 World Cup After 2 Matches With Ecuador And The Netherlands Draw.,0
Moment of the day for Nov 25 SHOWDOWN,0
World Cup x Elite (Netflix Series) Crossover 😂😂,0
What will happen if all matches in a group end with a goalless draw with equal points to all teams?,0
Netherlands playstation?,0
How is the man of the match decided and by who this World Cup?,0
Group H in a nutshell,0
"Cristiano Ronaldo’s reaction to a Ghanaian player, doing his celebration. 🇵🇹 vs 🇬🇭",0
World Cup Player Grades plus pitch maps for all teams,0
Moments of each day in match day 1. Should anything be changed,0
Pombonacci,0
[Post-Match thread] Portugal vs Ghana,0
Faces of the World Cup,0
Dark Money Of The World Cup 2022,0
[opinion] will there be more accomodation options around Quarter Finals?,0
This man...,0
WC map day 5,0
The Brazilian guy from WC2014 reaction to Richarlison goal,0
👀 bei TikTok,0
Your First Round Thoughts?,0
Was that a sign?,0
Does anyone know what channels or apps or websites will be streaming the USA vs England match tomorrow?,0
What a goal!,0
Team Likely To Advance for Round of 16,0
Capacity,0
What do you guys think?,0
Tahayya (Welcome) - Humood Alkhudher and Maher Zain,0
Saudi dressing room at half time,0
FIFA World Cup 2026 Host Cities!,0
Song/chant name??,0
Wales VS Iran,0
Ronaldo becomes the first player to dive in 5 World Cups,0
"As the first round of matches come to a close, here are some random game stats.",0
All of Argentina right now hearing Messi is not fully fit….,0
Round 1 World Cup Recap,0
Breel Embolo is the only player in World Cup history to score against the country they were born in,0
Brazil are now 16 games unbeaten in World Cup group games,0
Made a playlist in attempt to embody the vibes of the World Cup consisting of music from everywhere!,0
WC Trailer remix,0
Japan's World Cup locker scene: then and now,0
"Ah yea, the traditional [checks notes] Ghana and Portugal sombreros ...",0
Bruno masterclass,0
Players slipping,0
0:0 halftime Brasil:Serbia,0
Ghana player Scores and does Ronaldo SUII Celebration! (CR7 Reacts),0
Hazard on Germany's gesture,0
"Since the dissolution of Yugoslavia, Serbia has qualified for 2010, 2018 and 2022 World Cups. But Serbia has never progressed from the group stage in two previous editions. Can they change the fate?",0
Brazil has never been eliminated from the group stage since 1966. Can Serbia become the one to inflict the wound?,0
[Pre-Match thread] England vs USA,0
Was Portugal's 3rd goal offside or not?,0
Is this a threat?!,0
Waiting for the match with Brasil,0
FiFA has become more about Politics and whatever people call Human Rights than Actual Football!😂🤣,0
Ronaldo becomes the second player in the world to score a goal in five World Cups!,0
beyranvand☕️,0
Looks offside to me,0
Just Ronaldo things,0
On the tree ! 🎅🏻,0
Salem Aldawsari seconds before he made football history,0
Ronaldo vs Bukari,0
Brasília - Brazil,0
[Post-Match thread] Brazil vs Serbia,0
Pure art ⚽,0
I am korean…,0
World Cup Standings After Matchday 1,0
Can Germany bounce back?,0
[Match thread] Brazil vs Serbia,0
Let’s goooo 😍😍😍,0
Saudi - Argentina Post Match Video - Unforgettable day,0
Who will score more goals in the group stage,0
Brazil legend,0
RICHARLISON! 🇧🇷,0
Brazil v Serbia: Brazil scores one against Serbia,0
Qatar 2022 World Cup 'meme galore' for fans,0
1:0 Brasil,0
Bukari with the SIU.,0
FIFA being FIFA,0
"Richarlison, Brazil second goal slow motion from the stands",0
Do you think we will see France Vs Argentina in the round of 16?,0
"Ghana vs Portugal, what is your take?",0
Will the De Jong duo (not related) make the day for the Netherlands?,0
MAÑANA SE DEFINE TODO YO CONFIO🇦🇷,0
Everything in the second half (including an potential last second drama),0
It’s Brazil time,0
"Born in Ghana, now the first World Cup goal scorer for Qatar.",0
[Match thread] Netherlands vs Ecuador,0
[Post-Match thread] Qatar vs Senegal,0
World Cup calendar: add to iPhone or android calendar. https://www.skysports.com/world-cup-fixtures,0
Wales doesn’t deserve the red card,0
What type of final match would you rather see?,0
Asian football is flying at the World Cup 😤,0
"Frontpage of the Croatian tabloid 24Sata with the ‘photo’ of Canada’s coach John Herdman and the title “You have a big mouth. Do you have the b**ls?”, after he said that Canada will “f*ck” Croatia at the World Cup",0
World cup 98/06,0
Anyone driving from UAE to Qatari border on Sunday?,0
2002 FIFA World Cup was where El Hadji Diouf rocked the world.,0
